TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students,hh/pop
101,7907.1,5089.8,17171.4,2499.8,2722.5,1695.4,2437.3,5886.4,1930.1,10302.7,4953.9,492.4,4360.4,9806.7,20.4,1,2,2180,890,159,0.296410651
102,2706.1,2338.4,6586.7,1109.9,1160.7,656.4,764.8,1914.5,980.4,3808.6,787.6,125,1247.4,2160.1,17.7,1,2,750,180,50,0.355016736
103,847.6,1050.2,3150,422.8,464.1,294,356.8,1001.7,610.6,510.4,161.2,33.1,147.3,341.7,16.3,1,2,0,0,0,0.333408672
104,2650.6,2223.2,6447.3,865.4,949.9,601.7,730.3,2050.2,1249.8,3747.5,148.8,17,244.5,410.3,15.4,1,2,530,550,99.12,0.344827703
105,5214.5,4437,12683.9,1702.5,1868.8,1183.7,1436.8,4033.4,2458.7,7248.5,406.7,358.3,441.9,1206.9,14.9,1,2,2050,940,286.66,0.349815421
106,3439.5,3072,8366.4,1123,1232.6,780.8,947.7,2660.5,1621.8,4340.7,5657.8,1162.3,5171.5,11991.5,13.9,1,2,1070,1570,208.3,0.367176849
107,2866.7,2194.4,7011.8,1181.6,1235.6,698.8,814.1,2038,1043.7,4447.5,988.1,228.3,1342.8,2559.2,14.1,1,2,1220,400,105,0.312954813
108,3039.5,2196.7,5154.3,868.5,908.2,513.7,598.5,1498.1,767.2,2927.9,1181.9,983.3,1266.3,3431.5,13.6,1,2,570,420,0,0.426192157
109,3323.4,2540.1,6739,1108.6,1176.3,689.6,818.4,2158.7,787.4,3894.3,2113,134.1,1433,3680.1,14.6,1,2,910,370,30,0.376931034
110,5726.5,3024.5,11537.8,1964,2188.3,1430.6,1553.1,3272.8,1128.9,7153.3,473.9,1334.8,720.5,2529.2,16.2,1,2,1480,390,56,0.262141777
111,2822.6,2496.6,6865.8,921.6,1011.6,640.8,777.7,2183.3,1330.9,4118,937.5,192.6,856.9,1986.9,11.8,1,2,1100,740,184.85,0.36363587
112,3485.5,2713.1,8478.4,1138,1249.1,791.3,960.4,2696.1,1643.5,5196.9,825.9,94.3,1357.6,2277.9,11.9,1,2,960,670,162.08,0.32
113,661.5,819.7,2458.4,330,362.2,229.4,278.5,781.8,476.5,398.3,1262.1,144,2074.5,3480.9,11.5,1,2,0,0,0,0.333408672
114,925.5,1000.6,2251.3,302.2,331.7,210.1,255,715.9,436.4,1260.8,24.8,2.8,40.8,68.5,11.5,1,2,310,450,60.61,0.444441989
115,6175.3,5071,15021.1,2016.2,2213.1,1401.9,1701.5,4776.6,2911.7,8349.6,1772.8,364.2,1620.4,3757.3,11.1,1,2,1680,1660,291.35,0.337594253
116,2679.4,2346.3,6517.5,874.8,960.2,608.3,738.3,2072.5,1263.4,3678.4,702.3,341.1,971.3,2014.6,11.4,1,2,1100,820,175.48,0.36
117,3395.3,2105.2,8258.8,1108.5,1216.8,770.8,935.5,2626.3,1600.9,5135.9,1276.2,619.9,1764.9,3660.9,11.3,1,2,1620,590,222.36,0.254902108
118,1728.3,1401.4,4204,564.3,619.4,392.3,476.2,1336.9,814.9,2417.6,140.9,68.4,194.8,404.1,11.3,1,2,780,400,113.19,0.33333432
201,1225.5,966.8,2394.3,403.5,421.9,238.6,278,695.9,356.4,1276.8,268.2,213.8,848.6,1330.7,11.4,2,2,280,220,0,0.40380303
202,1039.1,886.6,2786.5,391.5,446,304.6,350.9,853.6,439.8,1700,806.5,68.8,251.3,1126.6,11.1,2,2,460,220,60.8,0.318183857
203,1964.7,2209.4,5268.6,740.3,843.2,576,663.6,1613.9,831.6,3076.2,273.6,151.9,722.7,1148.1,11,2,2,570,440,82.89,0.419355263
204,414.7,370.7,1112.1,156.3,178,121.6,140.1,340.7,175.5,664.2,594.8,643.9,587.2,1825.9,10.8,2,2,200,90,24.27,0.333337079
205,1498.4,1187.9,3328.4,560.9,586.5,331.7,386.5,967.4,495.4,1685.1,746.2,25.9,518.3,1290.4,10.8,2,2,440,190,31,0.356884354
206,438.1,455,1667.7,281,293.9,166.2,193.6,484.7,248.2,948.8,733.3,305.8,840.1,1879.2,11.7,2,2,240,270,0,0.272812277
207,2817.9,1647.1,7137.3,790.3,965.3,745.1,1152.2,2639.4,845.1,4340.6,1008.1,203.8,943.2,2155.3,11.4,2,2,1280,230.4,90.56,0.230769962
208,4648.7,2179,8518,836,1022,789.9,1322.6,3419.7,1127.8,5326.5,988,978,1937.2,3903,11.1,2,2,1548,390,192,0.255814657
209,2639,1442.6,6688.6,797.9,967.6,738.4,1001.8,2471.2,711.7,3670.7,156.4,224.7,513.7,894.8,11.2,2,2,1861.5,252.17,128.63,0.215685679
210,2062.5,1139.3,4559.7,554.4,656.1,480.6,733.8,1590.4,544.4,2449.2,367.8,109,319.6,796.4,11,2,2,1390.34,240,116.97,0.24986456
211,0,813.7,2957.5,415.6,473.3,323.3,372.5,906,466.8,347.7,167.5,75,198.5,441.1,10.9,2,2,0,0,0,0.275122758
212,0,813.7,2957.5,415.6,473.3,323.3,372.5,906,466.8,347.7,167.5,75,198.5,441.1,10.8,2,2,0,0,0,0.275122758
213,0,0,0,0,0,0,0,0,0,0,793.4,67.7,247.2,1108.3,10.7,2,2,0,0,0,0
214,1733.4,1467.9,4648.3,653.1,743.9,508.2,585.4,1423.9,733.7,2724.5,813.4,69.4,253.4,1136.2,10.7,2,2,750,370,101.43,0.315790323
215,2721.3,2176.4,7297.4,1025.4,1167.9,797.8,919.1,2235.4,1151.8,4244.4,464.3,39.6,144.7,648.6,10.6,2,2,1290,590,159.23,0.298244863
216,2138.5,1753.9,5734.8,805.8,917.8,627,722.3,1756.7,905.2,3368.4,829,70.7,258.3,1158.1,10.6,2,2,1260,520,135.51,0.305828974
217,1392.4,1436.1,3733.8,524.6,597.6,408.2,470.3,1143.8,589.4,1854.3,2509.7,214.1,782,3505.9,10.5,2,2,230,310,34.63,0.384614173
218,452.7,512.3,1862,261.6,298,203.6,234.5,570.4,293.9,218.9,361.4,30.8,112.6,504.9,12.3,2,2,0,0,0,0.275122758
219,1805.2,1613.7,4841,680.2,774.8,529.2,609.7,1482.9,764.1,2900.9,156.4,86.8,413.1,656.3,12.7,2,2,470,160,56.98,0.333334928
220,1630.9,1457.8,4373.4,614.5,700,478.1,550.8,1339.7,690.3,2566.9,195.5,108.6,516.6,820.7,12.1,2,2,520,570,95.43,0.333334286
221,1374.6,1271.1,3686.2,517.9,590,403,464.3,1129.2,581.8,1913.9,127.9,71,337.8,536.7,11.7,2,2,580,620,80.43,0.344827119
222,1961.7,2104.7,5260.6,739.2,841.9,575.1,662.5,1611.5,830.4,3006,172.5,95.8,455.7,723.9,11.3,2,2,870,600,114.79,0.400087886
223,1402.6,1012.6,3761.1,528.5,602,411.2,473.7,1152.1,593.7,2172.9,177.6,98.6,469,745.1,10.9,2,2,650,400,82.07,0.269229236
224,0,0,0,0,0,0,0,0,0,0,271.6,150.8,717.4,1139.7,11,2,2,0,0,0,0
225,3559,2534.8,9543.8,1341,1527.5,1043.4,1202,2923.5,1506.4,5747.4,1695.7,941.7,4479.5,7116.7,10.7,2,2,2630,910,265.56,0.265599589
226,0,0,0,0,0,0,0,0,0,0,447.7,484.7,442,1374.4,10.7,2,2,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,756.8,819.3,747.1,2323.1,10.4,2,2,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,529.8,573.5,523,1626.2,11.5,2,2,0,0,0,0
229,408.4,619.4,1407.1,237.1,247.9,140.2,163.4,409,209.4,796.1,148.9,62.1,170.6,381.5,11.2,2,2,170,150,0,0.440203774
230,1699.2,1019.3,4303.6,476.5,582,449.3,694.8,1591.5,509.5,2152.6,401.5,81.2,375.6,858.3,11.2,2,2,855.7,223.23,87.74,0.236843267
231,2923.2,1645.3,7403.9,819.8,1001.3,773,1195.3,2738,876.6,4030.4,517.8,104.7,484.5,1107.1,10.8,2,2,1021.1,266.37,104.7,0.222221994
232,2106.3,987.3,3859.5,378.8,463.1,357.9,599.3,1549.4,511,2582.5,363.4,359.8,712.6,1435.8,10.7,2,2,1186,260,128,0.255813767
233,1543.9,948.6,3912.9,466.8,566.1,432,586,1445.7,416.3,2147.4,154.2,221.6,506.7,882.6,10.4,2,2,1204.5,163.17,83.23,0.242423321
234,0,0,0,0,0,0,0,0,0,0,43.8,19.6,51.8,115.2,11.9,2,2,0,0,0,0
235,2432.7,1304.3,6166.2,735.6,892.1,680.7,923.5,2278.2,656.1,3383.8,411.3,591.1,1351.2,2353.6,12.1,2,2,1898,257.11,131.16,0.211525513
236,2231.2,1413.7,5654.5,674.5,818,624.3,846.9,2089.2,601.6,3103.4,50.8,73,167,290.8,11.7,2,2,1606,217.56,110.98,0.25001658
237,711.7,805.4,2927.6,349.2,423.5,323.2,438.5,1081.6,311.5,344.1,320.9,143.7,380.1,844.7,10.9,2,2,0,0,0,0.275122758
238,711.7,805.4,2927.6,349.2,423.5,323.2,438.5,1081.6,311.5,344.1,320.9,143.7,380.1,844.7,11.4,2,2,0,0,0,0.275122758
239,2734.6,1482,6040.4,734.4,869.1,636.7,972.1,2106.9,721.2,3247.1,972.9,288.2,845.4,2106.5,11.5,2,2,1842.21,318,154.98,0.245348679
240,4392.4,2426.3,9417,1144.9,1355,992.5,1515.5,3284.7,1124.4,5215.8,1179.1,349.4,1024.6,2553.1,11.1,2,2,1807.45,312,152.06,0.25764906
241,2445.2,1636.7,5939.3,722.1,854.6,626,955.9,2071.6,709.2,0,1229.4,364.3,1068.3,2662,11,2,2,0,0,0,0.275572408
242,4734.6,2119.6,9836.6,914.9,1194.7,1017.1,1681.4,3814.7,1213.8,6455.6,1194.7,354,1038.1,2586.8,11.7,2,2,2020,420,286,0.215479606
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,2,2,0,0,0,0
244,958.7,1084.9,3943.3,554.1,631.1,431.1,496.6,1208,622.4,463.5,304.6,136.4,360.9,801.9,14.4,2,2,0,0,0,0.275122758
245,0,0,0,0,0,0,0,0,0,0,858.5,358,983.6,2200,12.5,2,2,0,0,0,0
301,5069.6,2880.3,13806.3,2547.4,2773.4,1725.7,1649.1,4049.8,1060.9,6882.9,254.7,453.3,2432.5,3140.4,10.8,3,2,2840,620,151,0.208620892
302,0,0,0,0,0,0,0,0,0,0,9022.8,382.4,387.4,9792.5,10.6,3,2,0,46.2,0,0
303,1448.3,1612.3,3637.2,469.5,529.7,355.2,419.9,1150.6,712.3,2057.6,898.2,543,1517.8,2958.8,10.6,3,2,580,428,91.15,0.443275593
304,1425.5,1257.8,3580,462.1,521.4,349.6,413.3,1132.5,701.1,2217.6,194.3,66.7,184.1,445.1,10.5,3,2,750,347.8,97.12,0.351351955
305,2790.4,1341.7,6389.4,1178.9,1283.5,798.6,763.2,1874.2,491,2850.6,283.1,288,1488.7,2059.8,10.4,3,2,1070,138,52,0.209983974
306,2492.2,1297.1,4966.1,916.3,997.6,620.7,593.2,1456.7,381.6,3399,3288.2,79.9,688.6,4056.9,10.4,3,2,870,100,81,0.26119403
307,1001.3,604,1999.2,368.9,401.6,249.9,238.8,586.4,153.6,1119.5,354.5,79,238.5,672.1,10.4,3,2,240,40,0,0.302105263
308,0,0,0,0,0,0,0,0,0,0,2577.4,574.5,1734,4885.8,10.3,3,2,0,0,0,0
309,1577,744,2814.2,519.2,565.3,351.8,336.1,825.5,216.3,2000.8,36.7,37.5,499.1,573.4,10.3,3,2,560,30,80,0.26436413
310,5320.7,2607.6,11329.5,2090.4,2275.9,1416.1,1353.2,3323.2,870.6,6935.2,3705.8,90.1,776.1,4572.1,11.9,3,2,2530,370,248,0.230159269
311,570.8,281.6,1502.1,247.1,262.2,153.7,182.4,481.2,175.5,688.7,236.4,52.7,159,448.1,11.3,3,2,130,10,0,0.187447761
312,1105.1,681.1,2511.4,463.4,504.5,313.9,300,736.7,193,1442.6,529.9,118.1,356.5,1004.6,11,3,2,400,50,0,0.2712
313,2746,1737.8,7385,986.5,1134,788.2,1141.8,2548.8,785.8,4251.8,631.5,328.3,604.4,1564,10.9,3,2,1686.4,214.2,125.12,0.235313197
314,2299.6,1639.9,6029.1,832.9,940.4,631.4,948.2,2028.6,647.5,3622.2,157.3,224.4,568.9,950.4,10.3,3,2,1968.6,249.9,168.81,0.272
315,4818.7,2482.1,12983.3,1675,1972.9,1433.3,2022.4,4498.3,1381.4,7157.5,757.2,733.6,1694.6,3185.3,11.4,3,2,2620,340,253,0.191176774
316,2463.3,1462.2,7312.5,1081.3,1217,812.2,1143.9,2345.9,712.2,3918.7,132.4,205.3,692,1029.7,11.5,3,2,1376.1,138.6,118.47,0.199954058
317,2494.4,1345.9,6040.1,1028.2,1145.6,748.9,813.1,1713.3,591,4023,390.6,65.2,500.7,956.5,11.2,3,2,1250,210,112,0.22282904
318,3818.8,1992.6,7551,667.8,859.8,717.8,1188.8,2913.2,1203.6,4408.8,652.6,353.2,1239.1,2244.9,10.8,3,2,1880,700,310,0.263888283
319,0,0,0,0,0,0,0,0,0,0,6310.9,267.5,270.9,6849.3,11.1,3,2,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,7452.2,315.9,319.9,8087.9,12,3,2,0,0,0,0
321,3067.6,2120.3,7654.5,988.1,1114.8,747.5,883.7,2421.3,1499.1,912.1,669.9,122.6,349,1141.6,12.4,3,2,0,0,0,0.277003401
322,0,1649.1,5953.5,768.5,867.1,581.4,687.3,1883.3,1166,709.4,521.1,95.4,271.5,887.9,12.6,3,2,0,0,0,0.277003401
323,2128.1,1781.4,5344.3,689.9,778.4,521.9,617,1690.6,1046.7,3250.6,626.8,378.9,1059.1,2064.7,11.7,3,2,580,760,106.61,0.333333333
324,1569,1717.6,3940.3,508.6,573.9,384.8,454.9,1246.4,771.7,2390.2,128,77.4,216.4,421.8,10.2,3,2,570,760,98.75,0.435898352
325,1805.6,1563.6,4534.6,585.3,660.4,442.8,523.5,1434.4,888.1,2962.1,187.7,113.5,317.2,618.3,11.7,3,2,490,410,72.16,0.344827068
326,1112.1,866.8,2792.9,360.5,406.8,272.8,322.4,883.5,547,1818.6,237.2,143.4,400.8,781.3,11.7,3,2,440,410,69.99,0.310344961
327,1823.3,1352.9,4579,591.1,666.9,447.2,528.6,1448.5,896.8,2899.4,1316,795.6,2223.9,4335.3,14.5,3,2,810,580,114.75,0.295453901
328,2030.2,1835.5,5098.6,658.1,742.6,497.9,588.6,1612.8,998.5,3387.8,543.2,328.4,918,1789.5,12.5,3,2,970,620,127.77,0.36
329,900.9,688.6,2262.4,292,329.5,220.9,261.2,715.7,443.1,1454.9,52.2,31.6,88.2,172,12.6,3,2,370,330,56.7,0.304349282
330,1431.1,1026.8,3593.9,463.9,523.4,351,414.9,1136.9,703.9,2369.4,111.1,67.2,187.7,366,12.4,3,2,900,240,90.07,0.285713855
331,4686.4,4526.7,11769.4,1519.2,1714.1,1149.4,1358.7,3723,2305,6208.5,441.6,267,746.2,1454.7,10.4,3,2,1150,800,134.28,0.384616162
332,2225.9,1825.3,5590,721.6,814.1,545.9,645.3,1768.3,1094.8,3225.6,253.1,153,427.7,833.7,10.2,3,2,1520,420,151.65,0.326531306
333,1306,1520.6,5489.4,708.6,799.5,536.1,633.7,1736.4,1075.1,654.1,640.6,117.2,333.7,1091.6,10.2,3,2,0,0,0,0.277003401
334,3078.5,2277,8280.1,1106.1,1271.4,883.8,1280.1,2857.7,881,4508.4,788.7,410.1,754.9,1953.5,10.3,3,2,1934.4,245.7,143.52,0.274995582
335,2085.8,1662.2,5610.3,749.4,861.5,598.8,867.4,1936.3,596.9,3229.5,576.6,299.8,551.9,1428.2,10.3,3,2,1339.2,170.1,99.36,0.296273609
336,4518.2,3221.8,11844.8,1636.4,1847.5,1240.5,1862.8,3985.4,1272.1,7116.7,366,522.2,1323.8,2211.8,10.2,3,2,1891.4,240.1,162.19,0.272
337,1293.4,822.6,3837.7,567.5,638.7,426.2,600.4,1231.1,373.8,2057.6,81.1,125.8,424.1,631.1,10.2,3,2,1125.9,113.4,96.93,0.214344569
338,2143.3,1363.1,6361,940.6,1058.7,706.5,995.1,2040.6,619.6,3409.5,115,178.4,601.4,895,10.2,3,2,1668,168,143.6,0.214286015
401,3415.7,1941.7,8068.9,1036.3,1218.6,882.7,1290.5,2806.4,834.3,4683.8,200.4,29.6,934.2,1164.1,10.2,4,1,2040,260,126,0.240636923
402,3276.1,2510.1,13044.4,1794.6,2018.2,1344.4,2031.9,4558.6,1296.6,4933,790,256,835.6,1881.9,10.2,4,1,2120,255,175,0.192426519
403,6079.9,4126.4,14564.4,1878.9,2164.6,1510.8,2249.3,5211.1,1549.6,7856.7,253,155.1,408.6,816.6,10.2,4,1,2072.62,269.82,198.67,0.283323855
404,2569.7,1723.2,6580.1,803.8,938.6,671.6,1004.1,2422.4,739.6,3463.2,553.2,197.5,919.1,1670.4,10.2,4,1,1445.84,223.01,141.24,0.261881871
405,5119,2953.4,12011.1,1323,1593.2,1201.9,1824.9,4585.8,1482.2,7473,211.6,202.4,595.8,1009.8,10.3,4,1,2033.33,401.54,162.5,0.245886387
406,3526.4,2034.5,8274.3,911.4,1097.6,828,1257.2,3159.1,1021.1,5148,542.4,267.3,813.5,1623.1,10.5,4,1,2033.33,401.54,162.5,0.245886387
407,3407.7,2373.6,7994.8,880.6,1060.5,800,1214.7,3052.4,986.6,4974.7,422.4,1018,1549.1,2989.5,11.8,4,1,2133.33,421.29,170.49,0.296893121
408,1619.5,912,3800.4,418.6,504.1,380.3,577.4,1451,469,2364.3,728.5,840.1,1355.1,2923.4,10.7,4,1,833.33,164.57,66.6,0.239963623
409,1916.8,1249.3,4497.3,495.4,596.6,450,683.3,1717.1,555,2798.3,583.3,479.6,912.3,1975.3,10.5,4,1,1200,236.97,95.9,0.277776655
410,780,402,1407.1,259.6,282.7,175.9,168.1,412.7,108.1,896,206.1,0,0,206.1,10.5,4,1,290,10,0,0.285709677
411,2079.1,1592.9,3951.6,543.7,611.4,407.3,615.5,1380.9,392.8,3130.6,239.3,77.5,253.1,570.1,10.4,4,1,2120,255,175,0.403119795
412,2229,1490.1,5339.1,688.8,793.5,553.8,824.5,1910.3,568.1,2880.5,244.8,150.1,395.4,790.2,10.5,4,1,1485.38,193.37,142.38,0.279091711
413,2275.8,1486.8,5451.7,703.3,810.3,565.5,842,1950.6,580.1,2940.9,950,582.6,1534.2,3066.3,10.4,4,1,1519.92,197.87,145.69,0.272718656
414,1901.3,1265.1,4554.6,587.6,676.9,472.5,703.4,1629.6,484.6,2457,282.9,173.5,457,913.3,10.4,4,1,1243.57,161.89,119.2,0.277767246
415,5539.1,3394.3,13269,1711.8,1972.1,1376.4,2049.2,4747.6,1411.8,7158,676.2,414.7,1092.1,2182.7,10.8,4,1,2970.75,386.74,284.76,0.255805136
416,123.6,134.9,517.5,66.8,76.9,53.7,79.9,185.2,55.1,44.3,790,484.5,1275.8,2549.9,10.4,4,1,0,0,0,0.260598241
417,1676.7,1004.1,4015.7,518.1,596.8,416.6,620.2,1436.8,427.3,1812,550.5,337.6,889,1776.8,10.7,4,1,726.48,140.31,103.31,0.250036463
418,1715.4,1129.4,4391.7,536.4,626.5,448.2,670.2,1616.7,493.6,2311.9,369.2,131.8,613.4,1114.8,10.3,4,1,1204.87,185.84,117.7,0.257174644
419,2758.3,1765.6,7062.5,862.7,1007.4,720.8,1077.8,2599.9,793.8,3717.3,593.6,211.9,986.2,1792.3,10.3,4,1,1239.29,191.15,121.06,0.24999497
420,0,0,0,0,0,0,0,0,0,0,14.8,14.1,41.6,70.5,11.9,4,1,0,0,0,0
421,2609,1374.2,6121.1,674.2,811.9,612.5,930,2337,755.3,3808.8,156.6,149.8,441,747.4,11.6,4,1,1633.33,322.55,130.53,0.224499722
422,4713.3,2966.9,11059.1,1218.2,1466.9,1106.6,1680.3,4222.4,1364.7,6880.6,402.1,463.7,748,1613.8,11.8,4,1,1366.67,269.89,109.22,0.268274179
423,2196.4,1288.3,5153.6,567.7,683.6,515.7,783,1967.7,636,3206.4,910.4,748.6,1424.1,3083.4,11.5,4,1,666.67,131.65,53.28,0.249986357
501,1432,1381.6,4144.9,452.1,515.2,352.3,479.9,1342.9,1002.4,2567.3,57.8,39.3,179.4,276.5,11.4,5,1,850,360,104.09,0.333333333
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,5,1,0,0,0,0
503,2477.8,2458.8,7171.6,782.3,891.5,609.5,830.3,2323.6,1734.4,4098.2,801.9,221.6,970.7,1994.3,11.1,5,1,440,830,79.9,0.342856269
504,1834.4,1810,5309.4,579.2,660,451.3,614.7,1720.2,1284,3265.5,83.4,103.6,838,1025,11,5,1,540,820,97.74,0.34091
505,1588.9,1576.8,4599,501.7,571.7,390.9,532.5,1490.1,1112.2,2636.7,244.6,280.8,189.5,714.7,10.8,5,1,610,870,97.25,0.342856784
506,845.1,815.4,2446.1,266.8,304.1,207.9,283.2,792.5,591.6,1483,38.1,58.5,203.5,300.1,10.7,5,1,330,360,50.34,0.333334951
507,722.1,696.6,2089.9,228,259.8,177.6,242,677.1,505.4,1248.8,90.7,21.5,386.3,498.5,11.3,5,1,310,290,43.01,0.333335227
508,713.9,729.2,2066.2,225.4,256.8,175.6,239.2,669.4,499.7,1237.7,0,22.7,394.8,417.5,11.1,5,1,330,330,42.52,0.352942529
509,927.2,1238.6,2683.6,292.7,333.6,228.1,310.7,869.5,649,1237.7,40.3,0,359.2,399.5,11.2,5,1,220,890,55.22,0.461539823
510,1345.6,1507.7,3894.8,424.9,484.2,331,450.9,1261.9,941.9,2252.3,73.7,244.6,1695.8,2014.1,11.5,5,1,530,690,80.15,0.387097561
511,1349.7,1519.3,3906.7,426.2,485.6,332,452.3,1265.7,944.8,2341.5,28.1,23.4,469.8,521.3,11.7,5,1,510,700,80.39,0.388887538
512,1169.2,1240.9,3384.2,369.2,420.7,287.6,391.8,1096.5,818.5,2051.6,53.9,67,330.7,451.5,12,5,1,410,530,69.64,0.366666667
513,1998,2124.3,5782.9,630.8,718.9,491.5,669.5,1873.6,1398.6,3512.3,133.7,262,584.1,979.7,11.5,5,1,760,930,119,0.367347023
514,549.8,612,1591.2,173.6,197.8,135.2,184.2,515.5,384.8,958.9,72.7,83.4,56.3,212.3,11.3,5,1,230,230,32.74,0.38461194
601,2898.5,2223,6391.1,759.2,842.1,545.3,734.6,2028.1,1481.7,3708.5,1138.4,159.2,463.7,1761.3,11.1,6,1,1290,890,206.68,0.347826162
602,2039.4,1190.4,4496.9,534.2,592.5,383.7,516.9,1427,1042.6,2970.5,204.7,90.1,305.2,600,10.9,6,1,720,520,145.14,0.264705882
603,1857.9,1479.4,4096.7,486.7,539.8,349.6,470.9,1300,949.8,2363,12.8,1011.9,995,2019.7,11,6,1,530,880,122.73,0.361110145
604,3125.5,4071,10535,1251.5,1388.1,898.9,1210.9,3343,2442.5,2380.9,471.2,126.3,2213.8,2811.3,11.1,6,1,0,0,0,0.386425467
605,1686,1342.5,3717.6,441.6,489.8,317.2,427.3,1179.7,861.9,2230.9,66.6,284.9,1140.9,1492.4,11.5,6,1,510,690,117.39,0.361112121
606,2268.5,1591.5,5001.9,594.2,659.1,426.8,574.9,1587.2,1159.7,3014.5,214.7,75,377.7,667.4,11.6,6,1,780,880,157.95,0.318182432
607,2667,2886.8,5880.6,698.6,774.8,501.8,675.9,1866.1,1363.4,3395.3,34.2,78.7,637.8,750.7,11.2,6,1,820,1290,185.69,0.490909962
608,1629.8,1459.9,3593.7,426.9,473.5,306.6,413.1,1140.4,833.2,2111.2,46.7,120,317.4,484,11,6,1,530,620,113.48,0.406250784
609,1072.9,0,2365.8,281,311.7,201.9,271.9,750.7,548.5,1469.1,24.2,77.8,331.7,433.8,11.2,6,1,360,360,74.7,0
610,1062.7,0,2343.2,278.4,308.7,199.9,269.3,743.6,543.3,1425.6,148.1,149.7,1578.1,1875.9,11.2,6,1,370,370,73.99,0
611,970.7,788.6,2140.4,254.3,282,182.6,246,679.2,496.3,1251.5,126.4,41.4,517.6,685.5,11.2,6,1,320,340,67.59,0.368421053
612,2048.8,1853.3,4517.5,536.7,595.2,385.5,519.3,1433.5,1047.4,2633.6,197,549.2,2719.3,3465.5,13.1,6,1,680,800,142.65,0.410256858
613,0,0,0,0,0,0,0,0,0,0,5500,0,0,5500,12.6,6,1,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0,4943.5,77,864.5,5885,12.6,7,1,0,0,0,0
702,2906.4,2532.8,6706.4,827.4,910,578.9,794.3,2114.7,1481.1,3845.5,1304.5,5.2,1104,2413.6,12.2,7,1,930,1150,173.84,0.377668478
703,1932.2,1470.1,4410.2,544.1,598.4,380.7,522.4,1390.7,974,2813.8,202.4,4.9,241.7,449.1,12.7,7,1,620,560,115.58,0.333333333
704,1133.2,705.4,2586.4,319.1,350.9,223.3,306.3,815.5,571.2,1584.5,0,3388.5,2502.8,5891.4,12.4,7,1,330,550,76.73,0.272726141
705,2416.6,2005.7,5515.8,680.5,748.4,476.2,653.3,1739.3,1218.1,3388.3,457.4,35,766.4,1258.8,12.1,7,1,730,800,144.55,0.363636564
706,1107.2,918.9,2527.1,311.8,342.9,218.2,299.3,796.9,558.1,1442.1,92.8,19.1,814.4,926.3,12.9,7,1,320,470,66.23,0.363634615
707,2033.4,1881.5,4641.1,572.6,629.7,400.6,549.7,1463.5,1025,2731.7,357.9,13.6,1406.4,1777.8,12.8,7,1,610,740,121.63,0.405405759
708,2384.7,2102.9,4896.2,604,664.4,422.7,579.9,1543.9,1081.3,3247.6,240,28.2,602,870.2,13.7,7,1,770,820,142.64,0.429506203
709,3071.4,3042.2,7010.2,864.8,951.2,605.2,830.3,2210.5,1548.2,4173.8,832,28.5,2662.6,3523.1,13.7,7,1,970,1110,183.71,0.433961872
710,591.1,528.8,1400,172.7,190,120.9,165.8,441.5,309.2,299.7,0,124.5,249.1,373.6,13.8,7,1,0,0,0,0.377680907
711,2226.8,1694.2,5082.5,627,689.6,438.8,602,1602.7,1122.4,2882.5,0,34.8,643.4,678.1,13.4,7,1,870,340,108.89,0.333333333
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,7,1,0,0,0,0
713,193.8,171.4,459,56.6,62.3,39.6,54.4,144.7,101.4,0,18.4,12.8,30.1,61.2,13.4,7,1,0,0,0,0.373513266
714,346.6,224.1,784.2,94.5,107.6,73.5,94.2,233.4,181,421.4,325.9,34.7,226,586.7,13.1,7,1,330,100,0,0.28572
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,7,1,0,0,0,0
716,839.3,1115.3,2953.1,364.3,400.7,254.9,349.8,931.2,652.2,632.1,236.4,164.8,386.9,788.1,13.2,7,1,0,0,0,0.377680907
717,839.3,1115.3,2953.1,364.3,400.7,254.9,349.8,931.2,652.2,632.1,236.4,164.8,386.9,788.1,13.3,7,1,0,0,0,0.377680907
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,7,1,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,7,1,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,7,1,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0,0,2140,1783.3,3923.3,12.6,7,1,0,50,1.91,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,7,1,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,7,1,0,0,0,0
724,472.9,423,1120,138.2,152,96.7,132.7,353.2,247.3,239.7,89.6,62.5,146.7,298.9,12.9,7,1,0,0,0,0.377680907
