scenario,year,taz,pop,emp
focus,2050,2404,3583,2740
focus,2050,2405,7082,1070
focus,2050,2406,4072,635
focus,2050,2407,5732,1076
focus,2050,2408,2669,211
focus,2050,2409,4461,1527
focus,2050,2410,0,18453
focus,2050,2411,0,19283
focus,2050,2412,2106,5747
focus,2050,2413,1612,7431
focus,2050,2414,5208,711
focus,2050,2415,5344,1118
focus,2050,2416,7588,2481
focus,2050,2417,3369,2423
focus,2050,2418,6258,1629
focus,2050,2419,2665,987
focus,2050,2420,3222,754
focus,2050,2421,4138,454
focus,2050,2422,3509,471
focus,2050,2423,5323,2980
focus,2050,2424,4724,739
focus,2050,2425,4931,5753
focus,2050,2426,3535,321
focus,2050,2427,1888,570
focus,2050,2428,8507,1329
focus,2050,2429,5257,800
focus,2050,2430,7442,661
focus,2050,2431,7447,1137
focus,2050,2432,4478,732
focus,2050,2433,8113,890
focus,2050,2434,1936,5435
focus,2050,2435,4739,685
focus,2050,2436,8484,522
focus,2050,2437,8862,1935
focus,2050,2438,8350,701
focus,2050,2439,6291,497
focus,2050,2440,6497,792
focus,2050,2441,3182,602
focus,2050,2442,3182,602
focus,2050,2443,4701,586
focus,2050,2444,7003,627
focus,2050,2445,4946,6078
focus,2050,2446,514,354
focus,2050,2447,802,345
focus,2050,2448,8155,1968
focus,2050,2449,5571,1248
focus,2050,2450,1061,818
focus,2050,2451,3182,778
focus,2050,2452,10390,1531
focus,2050,2453,0,88
focus,2050,2454,16700,7921
focus,2050,2455,2225,14151
focus,2050,2456,16305,6885
focus,2050,2457,6672,2441
focus,2050,2458,11251,5619
focus,2050,2501,5117,495
focus,2050,2502,5785,1775
focus,2050,2503,4419,2321
focus,2050,2504,3412,623
focus,2050,2505,4585,4266
focus,2050,2506,4037,1466
focus,2050,2507,4955,548
focus,2050,2508,2123,272
focus,2050,2509,1426,968
focus,2050,2510,4996,948
focus,2050,2511,3134,857
focus,2050,2601,5479,1743
focus,2050,2602,1881,755
focus,2050,2603,1416,4334
focus,2050,2604,1467,520
focus,2050,2605,3330,678
focus,2050,2606,2334,282
focus,2050,2607,4543,1307
focus,2050,2608,2208,387
focus,2050,2609,4074,835
focus,2050,2610,7699,1086
focus,2050,2611,2709,326
focus,2050,2612,0,1637
focus,2050,2613,0,1638
focus,2050,2614,3315,1289
focus,2050,2615,0,9256
focus,2050,2616,7481,864
focus,2050,2618,0,4392
focus,2050,2701,6195,8106
focus,2050,2702,3967,2091
focus,2050,2703,4640,1008
focus,2050,2704,5273,723
focus,2050,2801,386,160
focus,2050,2806,0,167
focus,2050,2807,5476,595
focus,2050,2808,0,5213
focus,2050,2809,5488,652
focus,2050,2810,4533,220
focus,2050,2811,4299,380
focus,2050,2812,3413,1916
focus,2050,2813,2301,11489
focus,2050,2814,2113,4182
focus,2050,2815,2436,853
focus,2050,2816,3495,1122
focus,2050,2817,3082,956
focus,2050,2818,2402,301
focus,2050,2819,3777,2136
focus,2050,2820,1957,1119
focus,2050,2821,3507,1117
focus,2050,2822,2596,1564
focus,2050,2823,3951,582
focus,2050,2824,4642,548
focus,2050,2825,2634,415
focus,2050,2826,2368,384
focus,2050,2827,3178,1634
focus,2050,2828,3993,442
focus,2050,2829,4278,2873
focus,2050,2830,2070,880
focus,2050,2831,5347,1043
focus,2050,2832,2591,304
focus,2050,2833,3159,491
focus,2050,2834,3581,551
focus,2050,2835,2411,467
focus,2050,2836,5119,2044
focus,2050,2837,4556,914
focus,2050,2838,0,8493
focus,2050,2839,0,2983
focus,2050,2840,2161,147
focus,2050,2841,2974,321
focus,2050,2842,1636,128
focus,2050,2843,1849,323
focus,2050,2844,5987,1885
focus,2050,2845,11177,354
focus,2050,2846,642,1062
focus,2050,2847,3022,326
focus,2050,2848,4261,927
focus,2050,2849,5948,1322
focus,2050,2850,5132,1274
focus,2050,2851,5017,487
focus,2050,2852,4537,628
focus,2050,2853,4327,544
focus,2050,2854,12204,1209
focus,2050,2855,3349,724
focus,2050,2856,4372,322
focus,2050,2857,4479,297
focus,2050,2858,2281,795
focus,2050,2859,3887,786
focus,2050,2860,4301,278
focus,2050,2861,336,259
focus,2050,2862,0,6849
focus,2050,2863,0,4908
focus,2050,2864,0,11
focus,2050,2865,5373,2181
focus,2050,2866,3517,1200
focus,2050,2867,1378,255
focus,2050,2868,5182,843
focus,2050,2869,6029,1017
focus,2050,2870,3332,279
focus,2050,2871,6058,1917
focus,2050,2872,12116,3823
focus,2050,2873,4131,1309
focus,2050,2874,8260,2611
focus,2050,2901,4648,938
focus,2050,2902,5547,1107
focus,2050,2903,4939,4008
focus,2050,2904,5973,1079
focus,2050,2905,5903,1523
focus,2050,2906,6976,1033
focus,2050,2907,10142,1263
focus,2050,2908,5843,626
focus,2050,2909,3372,1213
focus,2050,2910,3197,746
focus,2050,2911,3908,816
focus,2050,2912,4202,859
focus,2050,2913,3239,329
focus,2050,2914,5458,955
focus,2050,2915,3738,952
focus,2050,2916,3969,733
focus,2050,2917,4286,973
focus,2050,2918,7582,832
focus,2050,2919,5119,391
focus,2050,2920,3694,470
focus,2050,2921,5609,654
focus,2050,2922,6176,372
focus,2050,2923,3925,325
focus,2050,2924,2904,970
focus,2050,2925,2788,578
focus,2050,2926,340,388
focus,2050,2927,4249,415
focus,2050,2928,3127,361
focus,2050,2929,4021,199
focus,2050,2930,3270,433
focus,2050,2931,10600,2150
focus,2050,2932,4777,3435
focus,2050,2933,4340,320
focus,2050,2934,3637,471
focus,2050,2935,9384,783
focus,2050,2936,1704,9756
focus,2050,2937,2819,238
focus,2050,2938,8412,754
focus,2050,2940,8900,1036
focus,2050,2941,13044,1953
focus,2050,2942,3433,551
focus,2050,2943,10687,3237
focus,2050,3001,0,6643
focus,2050,3003,59,23
focus,2050,3005,678,12815
focus,2050,3006,0,9093
focus,2050,3007,1602,598
focus,2050,3008,6570,1582
focus,2050,3009,6570,1582
focus,2050,3010,4389,1126
focus,2050,3011,4169,3672
focus,2050,3012,7014,2690
focus,2050,3013,9307,3990
focus,2050,3014,5667,833
focus,2050,3015,3799,1042
focus,2050,3016,9823,3578
focus,2050,3017,6649,2245
focus,2050,3018,3265,1011
focus,2050,3019,4248,2704
focus,2050,3020,2830,1954
focus,2050,3021,2712,908
focus,2050,3022,3477,1034
focus,2050,3023,8295,1635
focus,2050,3025,7209,1475
focus,2050,3026,5137,866
focus,2050,3027,5241,4620
focus,2050,3028,4243,936
focus,2050,3029,4364,1097
focus,2050,3030,0,5979
focus,2050,3031,3930,803
focus,2050,3101,9052,2814
focus,2050,3102,6411,1595
focus,2050,3103,12187,3973
focus,2050,3104,207,3886
focus,2050,3105,1822,325
focus,2050,3106,5575,965
focus,2050,3107,8293,1293
focus,2050,3108,2240,1307
focus,2050,3109,2588,571
focus,2050,3110,2543,709
focus,2050,3111,4713,625
focus,2050,3112,6456,616
focus,2050,3113,4164,437
focus,2050,3114,0,7619
focus,2050,3115,3135,5735
focus,2050,3116,3454,846
focus,2050,3117,3273,1857
focus,2050,3118,4259,1058
focus,2050,3119,3902,818
focus,2050,3120,4167,811
focus,2050,3121,4834,625
focus,2050,3122,2293,14365
focus,2050,3123,6751,1247
focus,2050,3124,3183,777
focus,2050,3125,3991,1021
focus,2050,3126,5866,1343
focus,2050,3127,5026,2354
focus,2050,3128,3006,744
focus,2050,3129,2617,1192
focus,2050,3130,3923,1297
focus,2050,3131,3465,1741
focus,2050,3132,3870,506
focus,2050,3133,2560,841
focus,2050,3134,3868,1692
focus,2050,3135,121,2468
focus,2050,3136,4066,515
focus,2050,3137,401,8003
focus,2050,3201,677,704
focus,2050,3202,3199,792
focus,2050,3203,664,998
focus,2050,3204,2636,448
focus,2050,3205,4492,1552
focus,2050,3301,8624,3107
focus,2050,3302,5154,1097
focus,2050,3303,4643,1009
focus,2050,3304,8348,5942
focus,2050,3305,4075,1140
focus,2050,3306,4112,755
focus,2050,3307,4959,940
focus,2050,3308,9103,7469
focus,2050,3309,6846,2015
focus,2050,3310,3521,3073
focus,2050,3311,14298,5065
focus,2050,3312,7198,2264
focus,2050,3313,3290,1361
focus,2050,3314,7429,2897
focus,2050,3315,14103,3923
focus,2050,3316,4699,4310
focus,2050,3317,6332,2634
focus,2050,3319,2287,1135
focus,2050,3320,18076,5483
focus,2050,3321,0,6880
focus,2050,3324,0,8822
focus,2050,4002,5289,1630
focus,2050,4003,2141,1453
focus,2050,4004,0,1223
focus,2050,4005,2141,407
focus,2050,4007,4231,1213
focus,2050,4008,5781,1228
focus,2050,4009,11106,1657
focus,2050,4010,10397,339
focus,2050,4012,0,5008
focus,2050,4013,0,14256
focus,2050,4014,6003,1873
focus,2050,4015,6298,785
focus,2050,4016,6466,1153
focus,2050,4017,14777,1649
focus,2050,4018,0,2443
focus,2050,4019,7777,2061
focus,2050,4020,16613,3422
focus,2050,4021,0,8713
focus,2050,4022,0,15869
focus,2050,4023,0,14164
focus,2050,4024,0,17776
focus,2050,4025,2694,3882
focus,2050,4026,0,10444
focus,2050,4027,0,5614
focus,2050,4028,597,12915
focus,2050,4029,1006,11143
focus,2050,4030,8355,1701
focus,2050,4031,7047,1763
focus,2050,4032,7729,4109
focus,2050,4033,6746,2590
focus,2050,4034,2963,339
focus,2050,4035,7491,1059
focus,2050,4036,8101,1004
focus,2050,4037,7588,1075
focus,2050,4038,21206,17624
focus,2050,4039,6245,1551
focus,2050,4040,12134,3970
focus,2050,4041,5201,967
focus,2050,4042,3638,653
focus,2050,4043,5937,899
focus,2050,4044,3467,514
focus,2050,4045,4207,894
focus,2050,4046,8016,14332
focus,2050,4047,3490,1075
focus,2050,4048,5155,772
focus,2050,4049,5116,574
focus,2050,4050,7778,1874
focus,2050,4051,11315,2689
focus,2050,4052,6762,1922
focus,2050,4053,3101,2820
focus,2050,4054,3923,1715
focus,2050,4055,2720,574
focus,2050,4056,10845,1535
focus,2050,4057,4394,229
focus,2050,4058,8297,2183
focus,2050,4059,7688,2453
focus,2050,4060,8241,4067
focus,2050,4061,3513,304
focus,2050,4062,4386,774
focus,2050,4063,4050,550
focus,2050,4064,5928,930
focus,2050,4065,8431,2158
focus,2050,4066,7327,1005
focus,2050,4067,4034,1506
focus,2050,4068,7756,1040
focus,2050,4069,17581,1670
focus,2050,4070,8421,1026
focus,2050,4071,6124,1158
focus,2050,4072,4199,523
focus,2050,4073,5824,866
focus,2050,4074,5902,744
focus,2050,4101,13217,2749
focus,2050,4102,9490,3932
focus,2050,4103,5023,2593
focus,2050,4104,7978,906
focus,2050,4105,9969,2239
focus,2050,4106,3770,1099
focus,2050,4201,9396,1265
focus,2050,4202,7636,1427
focus,2050,4203,6363,964
focus,2050,4204,3449,745
focus,2050,4301,2690,1288
focus,2050,4302,12215,4032
focus,2050,4401,5289,1222
focus,2050,4402,12399,4001
focus,2050,4501,1444,185
focus,2050,4502,6259,684
focus,2050,4503,6449,1323
focus,2050,4504,0,3979
focus,2050,4505,6613,4521
focus,2050,4506,15914,4132
focus,2050,4507,2166,278
focus,2050,4508,5972,3115
focus,2050,4509,3452,559
focus,2050,4510,0,3085
focus,2050,4601,0,9092
focus,2050,4602,0,30269
focus,2050,5001,13474,5807
focus,2050,5002,1881,559
focus,2050,5003,1504,867
focus,2050,5004,879,382
focus,2050,5005,1430,774
focus,2050,5006,10889,4091
focus,2050,5007,14164,13110
focus,2050,5008,4170,1661
focus,2050,5009,2899,1645
focus,2050,5102,3257,464
focus,2050,5103,5191,6269
focus,2050,5104,44,13928
focus,2050,5105,1877,3065
focus,2050,5106,7643,3318
focus,2050,5107,9452,1731
focus,2050,5108,4768,1317
focus,2050,5109,1857,641
focus,2050,5110,1770,334
focus,2050,5111,5920,7037
focus,2050,5112,9313,5898
focus,2050,5113,4640,1847
focus,2050,5114,5246,599
focus,2050,5115,4463,850
focus,2050,5116,5174,710
focus,2050,5117,2642,495
focus,2050,5118,4229,1443
focus,2050,5119,272,444
focus,2050,5120,6634,1134
focus,2050,5121,5527,854
focus,2050,5122,6207,6332
focus,2050,5123,6802,683
focus,2050,5201,4602,471
focus,2050,5202,3357,442
focus,2050,5203,2989,278
focus,2050,5204,3722,1541
focus,2050,5205,3063,596
focus,2050,5206,8083,637
focus,2050,5207,0,3866
focus,2050,5208,1718,5492
focus,2050,5209,4081,376
focus,2050,5210,1342,777
focus,2050,5211,3069,290
focus,2050,5212,3519,376
focus,2050,5213,4121,473
focus,2050,5214,13086,3099
focus,2050,5215,4279,356
focus,2050,5216,4551,721
focus,2050,5217,5694,520
focus,2050,5218,5044,601
focus,2050,5219,1654,2104
focus,2050,5220,1004,1068
focus,2050,5221,569,4496
focus,2050,5222,2539,5534
focus,2050,5223,8900,1529
focus,2050,5224,6013,681
focus,2050,5301,0,481
focus,2050,5302,13535,1408
focus,2050,5303,0,10963
focus,2050,5304,0,1290
focus,2050,5305,18269,4961
focus,2050,5306,6519,2273
focus,2050,5307,3528,1155
focus,2050,5308,7842,1984
focus,2050,5309,0,19936
focus,2050,5310,0,12598
focus,2050,5311,10143,13658
focus,2050,5313,6097,444
focus,2050,5314,5688,982
focus,2050,5315,9912,470
focus,2050,5316,7008,434
focus,2050,5317,4968,1035
focus,2050,5318,13724,2691
focus,2050,5319,7314,1792
focus,2050,5320,0,10353
focus,2050,5321,368,0
focus,2050,5323,7216,1812
focus,2050,5324,6707,391
focus,2050,5325,7900,982
focus,2050,5326,5297,954
focus,2050,5327,4201,569
focus,2050,5328,4924,1798
focus,2050,5329,5677,1010
focus,2050,5330,4389,338
focus,2050,5331,4424,917
focus,2050,5332,2153,271
focus,2050,5333,7209,2112
focus,2050,5334,9809,2534
focus,2050,5336,7652,1172
focus,2050,5337,5116,331
focus,2050,5338,9519,7174
focus,2050,5340,6477,299
focus,2050,5341,7562,1157
focus,2050,5342,4453,488
focus,2050,5343,4193,740
focus,2050,5344,4503,1137
focus,2050,5345,4971,1599
focus,2050,5346,4222,1227
focus,2050,5347,3219,459
focus,2050,5348,3980,9837
focus,2050,5349,4647,10338
focus,2050,5350,4171,2799
focus,2050,5351,3852,910
focus,2050,5352,2950,962
focus,2050,5353,5817,504
focus,2050,5354,6186,804
focus,2050,5355,7522,1094
focus,2050,5356,9984,1312
focus,2050,5357,5680,1498
focus,2050,5360,3057,599
focus,2050,5361,11438,2589
focus,2050,5362,5677,1167
focus,2050,5363,6971,835
focus,2050,5364,9843,1327
focus,2050,5365,4445,926
focus,2050,5366,4445,926
focus,2050,5367,2616,688
focus,2050,5368,4692,584
focus,2050,5370,0,7353
focus,2050,5371,0,236
focus,2050,5373,6532,1602
focus,2050,5374,0,24
focus,2050,5401,1616,7956
focus,2050,5402,5139,4204
focus,2050,5403,7881,2321
focus,2050,5404,21339,6572
focus,2050,5405,4467,6563
focus,2050,5406,13364,2919
focus,2050,5407,15731,4913
focus,2050,5501,3724,565
focus,2050,5502,596,88
focus,2050,5503,8709,648
focus,2050,5504,5678,3926
focus,2050,5505,9868,2071
focus,2050,5506,9898,2081
focus,2050,5507,7753,798
focus,2050,5508,4020,927
focus,2050,5509,4020,927
focus,2050,5510,3567,1050
focus,2050,5511,3567,1050
focus,2050,5512,5137,541
focus,2050,5513,3105,6362
focus,2050,5514,0,2634
focus,2050,5515,0,8958
focus,2050,5516,9144,1011
focus,2050,5517,1988,293
focus,2050,5601,0,29266
focus,2050,5602,4983,894
focus,2050,5603,0,3645
focus,2050,5604,369,1380
focus,2050,5605,3494,134
focus,2050,5608,9057,2337
focus,2050,5609,9279,2124
focus,2050,5610,4988,1038
focus,2050,5611,4377,2412
focus,2050,5612,4730,798
focus,2050,5613,4414,543
focus,2050,5614,5426,2120
focus,2050,5615,4819,1854
focus,2050,5616,0,3865
focus,2050,5617,4013,642
focus,2050,5618,3937,2071
focus,2050,5619,10080,2124
focus,2050,5620,8436,230
focus,2050,5621,4035,693
focus,2050,5622,3064,6689
focus,2050,5623,4145,3017
focus,2050,5624,6109,6035
focus,2050,5625,4847,571
focus,2050,5626,4415,631
focus,2050,5627,7630,703
focus,2050,5628,9057,2337
focus,2050,5629,3485,463
focus,2050,5630,9166,1063
focus,2050,5631,8434,1616
focus,2050,5632,9920,1261
focus,2050,5633,11306,970
focus,2050,5634,7378,940
focus,2050,5635,7312,854
focus,2050,5636,6472,1018
focus,2050,5637,15285,8573
focus,2050,5638,8820,2169
focus,2050,5639,4975,923
focus,2050,5640,4424,565
focus,2050,5641,1658,5925
focus,2050,5642,9610,1505
focus,2050,5643,8714,1687
focus,2050,5644,0,2690
focus,2050,5645,8348,1381
focus,2050,6001,4506,991
focus,2050,6002,6927,6100
focus,2050,6003,0,3120
focus,2050,6004,4007,1685
focus,2050,6005,5034,2986
focus,2050,6006,6939,1329
focus,2050,6008,2138,740
focus,2050,6009,955,231
focus,2050,6010,8133,3416
focus,2050,6011,1703,366
focus,2050,6012,4969,3212
focus,2050,6013,2042,1112
focus,2050,6014,2313,1138
focus,2050,6015,2023,662
focus,2050,6016,1206,939
focus,2050,6017,6295,2051
focus,2050,6018,2358,758
focus,2050,6019,2992,982
focus,2050,6020,2513,700
focus,2050,6101,5243,1874
focus,2050,6102,4157,6409
focus,2050,6103,4991,975
focus,2050,6104,3829,663
focus,2050,6105,5208,572
focus,2050,6106,3658,625
focus,2050,6107,5163,701
focus,2050,6108,3863,543
focus,2050,6109,3485,1178
focus,2050,6110,1737,536
focus,2050,6111,2485,784
focus,2050,6112,2255,1383
focus,2050,6113,3569,1221
focus,2050,6114,2404,9322
focus,2050,6115,2914,3973
focus,2050,6116,3240,708
focus,2050,6117,3447,7211
focus,2050,6118,3842,526
focus,2050,6119,4962,1555
focus,2050,6120,5074,1596
focus,2050,6121,189,5261
focus,2050,6122,1050,1274
focus,2050,6123,7467,3518
focus,2050,6124,5748,929
focus,2050,6125,2460,363
focus,2050,6126,3142,268
focus,2050,6127,4587,648
focus,2050,6128,4096,573
focus,2050,6129,2191,376
focus,2050,6130,2191,376
focus,2050,6131,2879,555
focus,2050,6132,1370,374
focus,2050,6133,2761,309
focus,2050,6134,8184,1271
focus,2050,6135,0,5221
focus,2050,6136,189,5261
focus,2050,6137,189,5261
focus,2050,6138,5509,1952
focus,2050,6139,7812,1772
focus,2050,6140,6229,455
focus,2050,6141,5485,3017
focus,2050,6142,1338,4070
focus,2050,6143,5700,597
focus,2050,6144,13605,4787
focus,2050,6145,5830,1714
focus,2050,6146,5908,1734
focus,2050,6147,8100,2373
focus,2050,6148,5074,857
focus,2050,6149,3512,10721
focus,2050,6150,4542,192
focus,2050,6151,14300,812
focus,2050,6152,4497,2137
focus,2050,6153,4964,717
focus,2050,6154,3736,436
focus,2050,6155,3925,331
focus,2050,6156,2510,318
focus,2050,6157,4090,430
focus,2050,6158,5422,300
focus,2050,6159,3249,527
focus,2050,6160,3864,854
focus,2050,6161,0,11185
focus,2050,6162,0,6034
focus,2050,6163,0,6070
focus,2050,6164,0,14161
focus,2050,6165,1723,182
focus,2050,6166,3093,53
focus,2050,6167,5549,554
focus,2050,6168,8446,1840
focus,2050,6169,7033,2323
focus,2050,6170,3973,501
focus,2050,6171,0,164
focus,2050,6201,8612,2889
focus,2050,6202,13779,3758
focus,2050,6203,29332,9020
focus,2050,6204,2928,3463
focus,2050,6301,7349,2116
focus,2050,6302,12793,7177
focus,2050,6303,4737,1048
focus,2050,6304,6127,1458
focus,2050,6305,6059,2008
focus,2050,6306,4512,2551
focus,2050,6307,1691,690
focus,2050,6308,2471,3365
focus,2050,6309,2824,492
focus,2050,6310,5837,1591
focus,2050,6311,2277,1646
focus,2050,6312,5635,1943
focus,2050,6402,9319,2410
focus,2050,6403,0,9375
focus,2050,6404,5985,740
focus,2050,6405,9229,2630
focus,2050,6410,8354,5681
focus,2050,6411,8133,2485
focus,2050,6420,10467,2906
focus,2050,6421,7093,3192
focus,2050,6501,19169,6264
focus,2050,6502,7006,1249
focus,2050,6503,6153,1126
focus,2050,6510,9764,1778
focus,2050,6511,7505,2756
focus,2050,6512,4313,86
focus,2050,6513,25373,5271
focus,2050,6514,0,534
focus,2050,6515,13045,6368
focus,2050,6516,15669,3369
focus,2050,6520,4410,816
focus,2050,6521,6993,1409
focus,2050,6522,4575,1194
focus,2050,6523,9494,215
focus,2050,6524,4575,2034
focus,2050,6525,2251,244
focus,2050,6526,1369,115
focus,2050,6527,3847,340
focus,2050,6601,3773,2111
focus,2050,6602,2240,942
focus,2050,6603,1505,1089
focus,2050,6604,1643,8208
focus,2050,6605,3684,2811
focus,2050,6606,4607,8546
focus,2050,6701,9218,1716
focus,2050,6702,10132,2953
focus,2050,6703,5169,1019
focus,2050,6704,1015,1193
focus,2050,6705,3663,1010
focus,2050,6706,1519,585
focus,2050,6707,464,1001
focus,2050,6708,10154,4170
focus,2050,7001,2609,1348
focus,2050,7002,2046,647
focus,2050,7003,12367,2109
focus,2050,7004,666,1370
focus,2050,7005,2326,1131
focus,2050,7006,3253,1018
focus,2050,7007,8641,2108
focus,2050,7008,1131,467
focus,2050,7009,2879,1135
focus,2050,7010,1726,696
focus,2050,7011,2604,1601
focus,2050,7012,13356,4325
focus,2050,7013,803,1436
focus,2050,7101,21516,4080
focus,2050,7110,10075,3097
focus,2050,7120,0,10380
focus,2050,7121,10311,2811
focus,2050,7122,6092,590
focus,2050,7123,15312,3920
focus,2050,7124,18545,4484
focus,2050,7125,0,17560
focus,2050,7201,0,2503
focus,2050,7202,1783,5274
focus,2050,7203,0,16810
focus,2050,7205,4188,324
focus,2050,7206,8409,2067
focus,2050,7207,5103,2453
focus,2050,7208,6512,853
focus,2050,7209,8313,1513
focus,2050,7210,5882,1137
focus,2050,7211,14025,2741
focus,2050,7212,7326,1324
focus,2050,7213,5981,486
focus,2050,7214,14114,1906
focus,2050,7215,10887,997
focus,2050,7216,19320,6466
focus,2050,7217,934,158
focus,2050,7301,19990,9642
focus,2050,7302,7004,776
focus,2050,7303,5329,1248
focus,2050,7304,12857,1138
focus,2050,7305,14679,2571
focus,2050,7401,5479,2100
focus,2050,7402,6620,1260
focus,2050,7403,4193,2521
focus,2050,7404,4698,2521
focus,2050,7405,871,689
focus,2050,7501,5342,5572
focus,2050,7502,0,1075
focus,2050,7503,0,385
focus,2050,7504,0,2223
focus,2050,7505,4146,1112
focus,2050,7506,975,597
focus,2050,7507,1156,363
focus,2050,7508,0,9017
focus,2050,7509,901,718
focus,2050,7510,887,230
focus,2050,7511,6158,3375
focus,2050,7512,1374,522
focus,2050,7513,1921,887
focus,2050,7514,254,365
focus,2050,7515,3468,1999
focus,2050,7601,12175,1643
focus,2050,7602,12320,14827
focus,2050,7603,6975,4149
focus,2050,7604,5525,1394
focus,2050,7605,8755,2630
focus,2050,7606,8110,107
focus,2050,7607,7114,1593
focus,2050,7608,5033,581
focus,2050,7609,6732,920
focus,2050,7610,63,18668
focus,2050,7611,7535,364
focus,2050,7612,9372,485
focus,2050,7613,9551,364
focus,2050,7614,9117,739
focus,2050,7615,5967,739
focus,2050,7616,7780,2155
focus,2050,7617,0,2625
focus,2050,7619,5835,1492
focus,2050,7630,2360,2823
focus,2050,7631,5852,1958
focus,2050,8001,1149,1200
focus,2050,8002,1410,474
focus,2050,8003,6074,2944
focus,2050,8004,0,4123
focus,2050,8005,7999,3650
focus,2050,8006,5584,1935
focus,2050,8007,1751,904
focus,2050,8008,3135,1382
focus,2050,8009,5237,2340
focus,2050,8010,1118,283
focus,2050,8011,878,269
focus,2050,8012,1761,1204
focus,2050,8013,2746,1345
focus,2050,8014,2356,909
focus,2050,8021,9690,3455
focus,2050,8022,7340,1766
focus,2050,8101,8332,3029
focus,2050,8102,2337,616
focus,2050,8103,4381,2040
focus,2050,8104,4895,1671
focus,2050,8105,8399,3062
focus,2050,8106,8579,2909
focus,2050,8107,0,2985
focus,2050,8108,7412,1447
focus,2050,8109,8911,2492
focus,2050,8110,1582,919
focus,2050,8111,6759,1704
focus,2050,8112,1696,571
focus,2050,8120,10134,4316
focus,2050,8201,2097,651
focus,2050,8202,1055,2417
focus,2050,8203,2281,1704
focus,2050,8204,625,489
focus,2050,8205,1586,613
focus,2050,8206,1975,1018
focus,2050,8210,1539,570
focus,2050,8211,2903,1213
focus,2050,8212,3302,2228
focus,2050,8213,12025,3856
focus,2050,8214,2128,1198
focus,2050,8310,0,6259
focus,2050,8311,0,9434
focus,2050,8314,3421,992
focus,2050,8315,5834,1386
focus,2050,8316,5871,1315
focus,2050,8317,5114,639
focus,2050,8318,6897,1883
focus,2050,8319,5287,1047
focus,2050,8320,8174,1190
focus,2050,8321,6095,2229
focus,2050,8322,9004,549
focus,2050,8323,7363,90
focus,2050,8324,0,3573
focus,2050,8325,21285,7269
focus,2050,8326,1929,479
focus,2050,8327,5125,1203
focus,2050,8328,8711,3707
focus,2050,8329,2995,1619
focus,2050,8330,5627,3200
focus,2050,8331,750,271
focus,2050,8340,13478,4802
focus,2050,8341,11290,3353
focus,2050,8342,6447,1183
focus,2050,8343,6480,2158
focus,2050,8401,0,4009
focus,2050,8402,0,4380
focus,2050,8403,0,8497
focus,2050,8404,0,7154
focus,2050,8405,3425,18884
focus,2050,8406,7029,3170
focus,2050,8407,7367,1851
focus,2050,8408,8527,2329
focus,2050,8409,4048,692
focus,2050,8410,2887,723
focus,2050,8411,6646,3693
focus,2050,8412,3954,586
focus,2050,8413,6928,1041
focus,2050,8414,11142,4330
focus,2050,8415,8794,3808
focus,2050,8416,8359,2084
focus,2050,8417,5624,1097
focus,2050,8418,3569,497
focus,2050,8419,6243,1091
focus,2050,8420,6068,1204
focus,2050,8421,5590,2606
focus,2050,8422,6345,953
focus,2050,8423,6829,1061
focus,2050,8424,3678,601
focus,2050,8425,3732,1233
focus,2050,8426,2804,608
focus,2050,8427,2781,334
focus,2050,8428,4664,703
focus,2050,8429,6226,6693
focus,2050,8430,7757,2532
focus,2050,8431,7581,2871
focus,2050,8432,5317,2292
focus,2050,8433,6437,2340
focus,2050,8434,5290,823
focus,2050,8435,5546,803
focus,2050,8436,4320,642
focus,2050,8437,5969,828
focus,2050,8438,11536,1773
focus,2050,8439,7291,1357
focus,2050,8440,7291,1391
focus,2050,8441,10123,25684
focus,2050,8442,5068,812
focus,2050,8443,3857,883
focus,2050,8444,11268,2515
focus,2050,8445,8366,1795
focus,2050,8446,11236,1389
focus,2050,8447,8503,1281
focus,2050,8448,6286,1504
focus,2050,8449,15323,2406
focus,2050,8450,12687,2285
focus,2050,8451,3525,765
tama70,2050,1101,18089,10786
tama71,2050,1102,2866,8320
tama72,2050,1103,7904,5514
tama73,2050,1104,6086,941
tama74,2050,1105,9113,2253
tama75,2050,1106,6358,7042
tama76,2050,1107,6394,3155
tama77,2050,1108,2320,1131
tama78,2050,1109,1837,1758
tama79,2050,1110,7536,4110
tama80,2050,1111,22183,6694
tama81,2050,1112,6287,3113
tama82,2050,1113,8294,2260
tama83,2050,1114,569,6876
tama84,2050,1115,5543,1635
tama85,2050,1116,5485,30559
tama86,2050,1117,0,5963
tama87,2050,1118,6513,3333
tama88,2050,1119,7805,6986
tama89,2050,1120,15053,11589
tama90,2050,1121,0,3485
tama91,2050,1122,0,1124
tama92,2050,1123,8788,3075
tama93,2050,1124,2546,2516
tama94,2050,1125,0,3529
tama95,2050,1126,0,2061
tama96,2050,1201,551,1041
tama97,2050,1202,7987,2480
tama98,2050,1203,7769,1863
tama99,2050,1204,7851,1667
tama100,2050,1205,3904,4167
tama101,2050,1206,7533,3890
tama102,2050,1207,8036,2356
tama103,2050,1208,10356,6476
tama104,2050,1209,5887,2968
tama105,2050,1210,6016,9920
tama106,2050,1211,5854,4216
tama107,2050,1212,6333,3795
tama108,2050,1213,3704,5889
tama109,2050,1214,2332,19541
tama110,2050,1215,5646,16195
tama111,2050,1216,0,28162
tama112,2050,1217,3414,5289
tama113,2050,1218,4303,2229
