taz,superzone,pop_conv,emp_conv,pop_trends,emp_trends,pop_focus,emp_focus,pop_tama70,emp_tama70
8343,גן יבנה,6480,2158,6081,1851,6480,2158,6273,2069
8401,אשדוד,0,4009,0,4251,0,4009,0,4009
8402,אשדוד,0,4380,0,4646,0,4380,0,4382
8403,אשדוד,0,8497,0,9013,0,8497,0,8500
8404,אשדוד,0,7154,0,7588,0,7154,0,7157
8405,אשדוד,3425,18884,82,20029,3425,18884,3425,18888
8406,אשדוד,7029,3170,6766,2699,7029,3170,7022,3222
8407,אשדוד,7367,1851,6922,1437,7367,1851,7359,1883
8408,אשדוד,8527,2329,8013,1808,8527,2329,8519,2367
8409,אשדוד,4048,692,3804,537,4048,692,4044,703
8410,אשדוד,2887,723,2713,561,2887,723,2884,735
8411,אשדוד,6646,3693,6245,2866,6646,3693,6639,3753
8412,אשדוד,3954,586,3716,455,3954,586,3950,596
8413,אשדוד,6928,1041,6510,808,6928,1041,6921,1058
8414,אשדוד,11142,4330,10470,3360,11142,4330,11130,4400
8415,אשדוד,8794,3808,8264,3074,8794,3808,8785,3870
8416,אשדוד,8359,2084,7855,1617,8359,2084,8350,2118
8417,אשדוד,5624,1097,5285,851,5624,1097,5619,1114
8418,אשדוד,3569,497,3354,386,3569,497,3566,506
8419,אשדוד,6243,1091,5866,847,6243,1091,6236,1109
8420,אשדוד,6068,1204,5702,934,6068,1204,6062,1224
8421,אשדוד,5590,2606,5253,2021,5590,2606,5585,2648
8422,אשדוד,6345,953,5962,739,6345,953,6338,968
8423,אשדוד,6829,1061,6417,823,6829,1061,6822,1078
8424,אשדוד,3678,601,3457,467,3678,601,3675,612
8425,אשדוד,3732,1233,3507,968,3732,1233,3728,1253
8426,אשדוד,2804,608,2634,472,2804,608,2801,618
8427,אשדוד,2781,334,2613,259,2781,334,2778,340
8428,אשדוד,4664,703,4383,546,4664,703,4659,715
8429,אשדוד,6226,6693,5769,7915,6226,6693,6269,6874
8430,אשדוד,7757,2532,7186,2995,7757,2532,7828,2569
8431,אשדוד,7581,2871,7024,3395,7581,2871,7644,2927
8432,אשדוד,5317,2292,4926,2710,5317,2292,5365,2326
8433,אשדוד,6437,2340,5963,2767,6437,2340,6494,2378
8434,אשדוד,5290,823,4971,638,5290,823,5284,836
8435,אשדוד,5546,803,5211,622,5546,803,5540,815
8436,אשדוד,4320,642,4059,499,4320,642,4316,653
8437,אשדוד,5969,828,5609,642,5969,828,5963,841
8438,אשדוד,11536,1773,10841,1376,11536,1773,11522,1802
8439,אשדוד,7291,1357,6852,1053,7291,1357,7284,1380
8440,אשדוד,7291,1391,6852,1079,7291,1391,7284,1414
8441,אשדוד,10123,10683,2307,1986,10123,25684,11655,10874
8442,אשדוד,5068,812,4762,630,5068,812,5063,825
8443,אשדוד,3857,883,3625,686,3857,883,3854,898
8444,אשדוד,11268,2515,10588,2004,11268,2515,11257,2556
8445,אשדוד,8366,1795,7861,1393,8366,1795,8357,1825
8446,אשדוד,11236,1389,10558,1077,11236,1389,11225,1411
8447,אשדוד,8503,1281,7990,994,8503,1281,8494,1302
8448,אשדוד,6286,1504,5907,1166,6286,1504,6280,1528
8449,אשדוד,15323,2406,14399,1867,15323,2406,15307,2444
8450,אשדוד,12687,2285,11922,1773,12687,2285,12675,2321
8451,אשדוד,3525,765,3312,593,3525,765,3545,781
