TAZ,Agg_taz_nu,super_taz,שם איזור 2020,similar,sector,in_jerusalem_metropolin,jerusalem district,in jerusalem,city,hh2015,newhh1520,newhh2025,newhh2530,newhh3035,newhh3540,newhh1540,hh20,hh25,hh30,hh35,hh40,pop15,pop20,pop25,pop30,pop35,pop40,hhsize15,hhsize20,hhsize25,hhsize30,hhsize35,hhsize40,emp2hh,empd15,empd20,empd25,empd30,empd35,empd40,empi15,empi20,empi25,empi30,empi35,empi40,empe15,empe20,empe25,empe30,empe35,empe40,emp15,emp20,emp25,emp30,emp35,emp40,school16,school20,school25,school30,school35,school40,yeshiva15,yeshiva20,yeshiva25,yeshiva30,yeshiva35,yeshiva40,college15,college20,college25,college30,college35,college40,ind30,htl30,bsn30,pub30,edu30,agr30,ind40,htl40,bsn40,pub40,edu40,agr40,InJerDistrict
107,1,0,שטראוס מרפאות,,U. Orthodox,yes,jerusalem,yes,ירושלים,320.6332665,0,23.8,13.3,0,0,37.1,320.6332665,344.4332665,357.7332665,357.7332665,357.7332665,1033.435772,1073.158689,1198.203307,1274.737408,1293.736977,1299.413426,3.223108391,3.346997337,3.478767656,3.563373965,3.616484956,3.632352783,,,,,,,,,,,,,,,,,,,,967.1516,983.3521636,1002.661006,1021.72935,1037.660902,1051.86038,750,750,750,750,750,750,793,860.1872349,876.2953664,884.6875423,888.0552529,887.3009061,,,,,,,0,153.2594025,153.2594025,561.9511424,153.2594025,0,0,157.779057,157.779057,578.523209,157.779057,0,1
108,1,0,זכרון משה דרום,,U. Orthodox,yes,jerusalem,yes,ירושלים,444.4573615,0,81.8,49.8,12,12,155.6,444.4573615,526.2573615,576.0573615,588.0573615,600.0573615,1215.336812,1215.365676,1498.667406,1652.457185,1685.293481,1710.39871,2.734428355,2.734493297,2.847784212,2.86856361,2.865865801,2.850392012,,,,,,,,,,,,,,,,,,,,960.1859,975.0875439,997.5796797,1016.407493,1031.615455,1045.297166,1161,1161,1199.756435,1259.853673,1286.098011,1312.342349,0,78.68070179,102.6644881,114.2077403,113.2740136,105.8065573,,,,,,,0,508.2037464,203.2814986,152.4611239,152.4611239,0,0,522.6485831,209.0594332,156.7945749,156.7945749,0,1
109,1,0,זכרון משה מרכז,,U. Orthodox,yes,jerusalem,yes,ירושלים,744.7306385,43,54,32,32,57.5,218.5,787.7306385,841.7306385,873.7306385,905.7306385,963.2306385,2038.842312,2139.022769,2323.565454,2419.144514,2503.362404,2669.347427,2.737690927,2.715424111,2.760462015,2.768753215,2.763914897,2.771244311,,,,,,,,,,,,,,,,,,,,517.024,526.9124442,537.7653059,548.4235831,558.0106156,569.3088738,2258,2298.856596,2400.599003,2436.469226,2470.779365,2496.439732,990,1128.188725,1134.367566,1160.760539,1167.600639,1163.02534,,,,,,,0,110.2631462,164.3101638,82.15508191,191.6951911,0,0,114.4622324,170.5674905,85.28374526,198.9954056,0,1
110,1,0,זכרון משה צפון,,U. Orthodox,yes,jerusalem,yes,ירושלים,396,36,36,22,22,28,144,432,468,490,512,540,1939.631735,2170.405663,2415.471888,2577.658246,2710.349271,2833.179976,4.898059938,5.024087182,5.161264717,5.260527033,5.293650919,5.246629585,,,,,,,,,,,,,,,,,,,,722.83101,751.2585739,786.8767889,836.039232,883.3259224,929.4284661,1409,1470.26087,1526.416667,1534.244444,1541.470085,1546.463415,560,694.8420848,712.1280256,730.3306157,742.99108,748.9700737,,,,,,,0,328.8036567,232.3873667,62.08406764,212.764141,0,0,365.5324613,258.3460507,69.01912918,236.5308249,0,1
111,1,0,ככר השבת,,U. Orthodox,yes,jerusalem,yes,ירושלים,405,11,32,21.4,36.1,16,116.5,416,448,469.4,505.5,521.5,2459.576583,2603.598472,2883.209688,3070.134328,3289.482176,3419.0577,6.0730286,6.258650172,6.435735911,6.540550336,6.507383137,6.556198849,,,,,,,,,,,,,,,,,,,,1218.6551,1234.960012,1251.693585,1269.690423,1300.606101,1314.50429,1688,1712.702439,1822.226506,1862.593324,1894.082131,1932.583974,797,974.7273444,989.7340962,993.2890587,1014.349428,1012.380875,,,,,,,0,628.134282,188.4402846,139.0487152,314.067141,0,0,650.3043527,195.0913058,143.9564554,325.1521764,0,1
112,1,0,שכונת הבוכרים,,U. Orthodox,yes,jerusalem,yes,ירושלים,712,62.7,93.5,85.1,24.6,22,287.9,774.7,868.2,953.3,977.9,999.9,3365.096776,3772.054625,4355.255746,4830.316677,5055.23496,5195.555929,4.726259517,4.869052052,5.016419887,5.06694291,5.169480478,5.196075536,,,,,,,,,,,,,,,,,,,,1209.9453,1232.322748,1255.023654,1294.918463,1313.201503,1327.934606,2400,2461.970339,2623.621254,2672.179397,2693.939394,2717.119565,689,954.5291078,968.9283198,989.9595054,1016.540271,1026.864466,,,,,,,63.96770237,383.8062142,127.9354047,79.53211804,639.6770237,0,65.59866744,393.5920046,131.1973349,81.55992428,655.9866744,0,1
113,1,0,ארזי הבירה,,U. Orthodox,yes,jerusalem,yes,ירושלים,596.6666667,0,5,3,3,33,44,596.6666667,601.6666667,604.6666667,607.6666667,640.6666667,2645.594258,2686.711118,2760.119592,2844.257897,2901.811503,3041.199806,4.433956857,4.502867795,4.587456386,4.703844372,4.775334343,4.746929978,,,,,,,,,,,,,,,,,,,,472.4478,481.0130524,490.1269361,500.40346,509.1871636,519.8041356,2573,2573,2594.561453,2607.498324,2620.435196,2630.481915,441,630.363826,620.8756666,630.0403448,646.1487512,663.8181101,,,,,,,0,75.060519,100.080692,75.060519,250.20173,0,0,77.97062034,103.9608271,77.97062034,259.9020678,0,1
201,2,0,משרד המשפטים מזרח ירושלים,203,Arab,yes,jerusalem,yes,ירושלים,0,30,60,60,90,135,375,30,90,150,240,375,0,82.5,288,510,840,1312.5,,2.75,3.2,3.4,3.5,3.5,,,,,,,,,,,,,,,,,,,,1318.24,1332.422189,1578.020787,2124.76729,2387.602245,2650.4372,61,61,61,61,61,61,0,0,0,0,0,0,,,,,,,0,208.9292761,1413.276548,363.2752822,139.286184,0,0,260.6186231,1762.922817,453.1500114,173.7457487,0,1
202,2,0,בית משפט מחוזי מזרח ירושלים,,Arab,yes,jerusalem,yes,ירושלים,11.82445796,0,0,0,0,0,0,11.82445796,11.82445796,11.82445796,11.82445796,11.82445796,62.02342342,63.26389189,63.88412613,64.50436036,65.12459459,65.74482883,5.245350243,5.350257247,5.40271075,5.455164252,5.507617755,5.560071257,,,,,,,,,,,,,,,,,,,,1833.98,1853.747954,1874.218529,2196.286109,2349.123326,2501.960542,1249,1249,1249,1249,1249,1249,0,0,0,0,0,0,,,,,,,0,614.9601105,878.5144436,329.4429164,373.3686385,0,0,700.5489518,1000.784217,375.2940813,425.3332922,0,1
203,2,0,המושבה האמריקאית,,Arab,yes,jerusalem,yes,ירושלים,126.3338964,10.70833333,10.70833333,20.90833333,10.70833333,10.70833333,63.74166667,137.0422297,147.7505631,168.6588964,179.3672297,190.0755631,606.4027027,566.1027568,571.6527838,626.1628108,631.7128378,637.2628649,4.8,4.130863588,3.86903963,3.712598767,3.521896607,3.352681716,,,,,,,,,,,,,,,,,,,,938.36325,953.2583717,968.5192895,1338.427665,1486.352116,1634.276567,434,434,434,434,434,434,0,0,0,0,0,0,,,,,,,0,317.0380497,387.3135154,253.6304398,380.4456597,0,0,387.1168157,472.92612,309.6934526,464.5401789,0,1
204,2,0,באב א זהרה,,Arab,yes,jerusalem,yes,ירושלים,186.1088213,6.766666667,6.766666667,6.766666667,6.766666667,6.766666667,33.83333333,192.875488,199.6421547,206.4088213,213.175488,219.9421547,860.8423423,878.0591892,886.6676126,895.276036,903.8844595,912.4928829,4.8,4.552466456,4.441284528,4.337392318,4.240095651,4.148785776,,,,,,,,,,,,,,,,,,,,1375.6776,1390.994232,1406.593609,1423,1439,1453,1273,1273,1273,1273,1273,1273,0,0,0,0,0,0,,,,,,,70.92282533,210.5521377,638.3054279,312.0604314,191.1591776,0,72.41803598,214.9910443,651.7623238,318.6393583,195.1892376,0,1
205,2,0,מוזיאון רוקפלר,,Arab,yes,jerusalem,yes,ירושלים,96.16685435,8.166666667,8.166666667,8.166666667,8.166666667,8.166666667,40.83333333,104.333521,112.5001877,120.6668544,128.833521,137.0001877,422.4009009,430.8489189,435.0729279,439.2969369,443.5209459,447.744955,4.8,4.129534925,3.867308463,3.640576688,3.442589649,3.268206873,,,,,,,,,,,,,,,,,,,,2834.43,2865.177449,2946.512841,3280.716416,3444.200194,3607.683972,1511,1511,1511,1511,1511,1511,0,0,0,0,0,0,,,,,,,0,1213.356866,1274.680414,494.1009751,298.5781611,0,0,1334.284212,1401.719477,543.3447889,328.3354943,0,1
206,2,0,שער שכם,,Arab,yes,jerusalem,yes,ירושלים,24.0288194,0.983333333,0.983333333,0.983333333,13.58333333,0.983333333,17.51666667,25.01215273,25.99548606,26.9788194,40.56215273,41.54548606,117.6306306,119.9832432,121.1595495,122.3358559,123.5121622,124.6884685,5.104280739,4.796997865,4.660791849,4.534514801,3.045010036,3.001251888,,,,,,,,,,,,,,,,,,,,1378.16,1393.057412,1408.461508,1793.425687,1971.453111,2149.480535,492,492,492,492,492,492,0,0,0,0,0,0,,,,,,,0,901.7188211,410.1687297,235.4368985,246.1012378,0,0,1080.740099,491.6009105,282.1789797,294.9605463,0,1
207,2,0,משולש שער שכם,,Arab,yes,jerusalem,yes,ירושלים,39.45074733,0.390601459,0.390601459,18.39060146,0.390601459,0.390601459,19.95300729,39.84134879,40.23195025,58.6225517,59.01315316,59.40375462,198.9027027,202.8807568,204.8697838,206.8588108,208.8478378,210.8368649,5.092216075,5.092216075,5.092216075,3.528655864,3.539004894,3.549217826,,,,,,,,,,,,,,,,,,,,861.35,874.836321,888.7515813,1427.348764,1573.996209,1720.643653,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,56.65914826,563.5195813,523.8742935,226.636593,56.65914826,0,68.30159963,679.3128737,631.5211814,273.2063985,68.30159963,0,1
208,2,0,בה''ס סנט ג'ורג',,Arab,yes,jerusalem,yes,ירושלים,9.862686832,0.097650365,0.097650365,0.097650365,0.097650365,0.097650365,0.488251823,9.960337197,10.05798756,10.15563793,10.25328829,10.35093866,50.26036036,51.26556757,51.76817117,52.27077477,52.77337838,53.27598198,5.146971087,5.146971087,5.146971087,5.146971087,5.146971087,5.146971087,,,,,,,,,,,,,,,,,,,,790.73,803.0312093,815.7658907,829.4937906,985.2082755,996.6934241,728,728,728,728,728,728,0,0,0,0,0,0,,,,,,,0,351.4169203,232.0850261,70.28338405,175.7084601,0,0,422.2514231,278.8660048,84.45028463,211.1257116,0,1
209,2,0,שער מנדלבאום - מלונות,,Arab,yes,jerusalem,yes,ירושלים,21.30340356,0.210924788,0.210924788,0.210924788,13.01092479,0.210924788,13.85462394,21.51432835,21.72525313,21.93617792,34.94710271,35.1580275,106.9369369,109.0756757,110.145045,111.2144144,177.1786123,178.2479817,5.069908478,5.069908478,5.069908478,5.069908478,5.069908478,5.069908478,,,,,,,,,,,,,,,,,,,,1318.24,1370.276351,1624.776227,1640.656811,1657.151189,1670.439729,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,911.0544824,351.9257166,174.3820361,203.2945764,0,0,927.5928955,358.31424,177.547601,206.984992,0,1
301,3,0,הרובע המוסלמי,,Arab,yes,jerusalem,yes,ירושלים,4676.667273,58.90363636,63.30363636,46.30363636,46.30363636,46.30363636,261.1181818,4735.570909,4798.874545,4845.178182,4891.481818,4937.785455,25721.67,26045.64,26393.81,26648.48,26903.15,27157.82,5.5,5.5,5.5,5.5,5.5,5.5,,,,,,,,,,,,,,,,,,,,3617.67,3934.810527,4001.682812,4064.33458,4138.117618,4201.80386,3670,3950,4230,4510,4790,5070,268,268,268,268,268,268,,,,,,,185.4705755,1359.815585,370.941151,820.5352234,1327.572045,0,191.7438057,1405.80906,383.4876114,848.2884469,1372.474936,0,1
302,3,0,הרובע היהודי,,Jewish,yes,jerusalem,yes,ירושלים,543.8333333,3.833333333,3.833333333,3.833333333,3.833333333,18.83333333,34.16666667,547.6666667,551.5,555.3333333,559.1666667,578,3185,3154,3192,3265,3403,3640,5.898148148,5.75897748,5.787851315,5.879351741,6.085842027,6.297577855,,,,,,,,,,,,,,,,,,,,3085.1417,3148.582998,3227.279567,3293.326333,3363.066871,3436.596079,1314,1318.350393,1320.63098,1272.117027,1296.556757,1377.473787,590,590,590,590,590,590,,,,,,,0,527.3160474,476.1204985,1663.228842,626.6609447,0,0,550.2559049,496.8331933,1735.584373,653.9226084,0,1
303,3,0,הרובע הארמני,,Arab,yes,jerusalem,yes,ירושלים,766.3441146,7.587565491,7.587565491,7.587565491,7.587565491,7.587565491,37.93782746,773.9316801,781.5192456,789.1068111,796.6943766,804.281942,3167,3230.34,3262.01,3293.68,3325.35,3357.02,4.173934319,4.173934319,4.173934319,4.173934319,4.173934319,4.173934319,,,,,,,,,,,,,,,,,,,,951.23,977.3919946,1007.893485,1049.089794,1088.898571,1127.396902,381,419.1,461.01,507.111,557.8221,613.60431,274,274,274,274,274,274,,,,,,,49.91497848,393.129712,95.17122645,130.1889711,380.6849058,0,53.64077741,422.4740552,102.2750831,139.9066539,409.1003326,0,1
304,3,0,הרובע הנוצרי,,Arab,yes,jerusalem,yes,ירושלים,1148.397297,11.37027027,11.37027027,11.37027027,11.37027027,11.37027027,56.85135135,1159.767568,1171.137838,1182.508108,1193.878378,1205.248649,4249.07,4291.14,4333.21,4375.28,4417.35,4459.42,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,3270.99,3319.704907,3373.944058,3442.031544,3506.811287,3568.46705,1466,1539.3,1616.265,1697.07825,1781.932163,1871.028771,350,350,350,350,350,350,,,,,,,165.9825942,1243.068304,331.9651885,705.1198913,995.8955655,0,172.0796021,1288.729702,344.1592042,731.0209295,1032.477613,0,1
401,4,0,הר ציון,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,311.1453,315.9738515,320.9789035,326.3747782,343.3167943,364.9801662,,0,0,0,0,0,156,156,156,156,156,156,,,,,,,0,14.50828181,55.48460915,113.921404,142.4604832,0,0,16.22440047,62.04763119,127.3966487,159.3114858,0,1
402,4,0,סינמטק,,Jewish,yes,jerusalem,yes,ירושלים,11.47033477,0,0,0,0,0,0,11.47033477,11.47033477,11.47033477,11.47033477,11.47033477,28.05907848,28.03359261,28.05712895,27.95133599,27.74789634,27.41722978,2.446230127,2.444008232,2.446060164,2.436836984,2.419100828,2.39027285,,,,,,,,,,,,,,,,,,,,648.6875,658.7534823,669.1889103,680.4352604,690.7324595,700.132188,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,408.2611563,170.1088151,102.0652891,0,0,0,420.0793128,175.033047,105.0198282,0,0,1
403,4,0,"גבעת התנך""",,Jewish,yes,jerusalem,yes,ירושלים,6.256546238,0,0,0,0,0,0,6.256546238,6.256546238,6.256546238,6.256546238,6.256546238,15.3049519,15.29105051,15.30388852,15.24618327,15.13521619,14.95485261,2.446230127,2.444008232,2.446060164,2.436836984,2.419100828,2.39027285,,,,,,,,,,,,,,,,,,,,389.2125,403.5221311,409.7833494,416.5313326,422.7099849,428.3503631,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,122.3595011,122.3595011,171.8123304,0,0,0,125.8314384,125.8314384,176.6874863,0,0,1
404,4,0,ימין משה,,Jewish,yes,jerusalem,yes,ירושלים,122.5714286,0,0,0,0,0,0,122.5714286,122.5714286,122.5714286,122.5714286,122.5714286,307.5197,310.9883409,313.8138247,314.5298576,313.5803256,310.4386057,2.508901981,2.537200916,2.560252649,2.566094409,2.558347645,2.532715898,,,,,,,,,,,,,,,,,,,,302.1252,306.917831,311.8625511,317.1234805,321.8937416,326.1820193,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,26.4269566,103.0651312,88.53030507,6.606739071,92.49434858,0,27.18183483,106.0091563,91.05914715,6.795458626,95.13642239,0,1
405,4,0,מלון המלך דוד,,Jewish,yes,jerusalem,yes,ירושלים,54.54545455,0,0,0,0,0,0,54.54545455,54.54545455,54.54545455,54.54545455,54.54545455,98.66294708,97.04757632,95.13308862,93.70038701,90.98796471,88.55019585,1.808820697,1.779205566,1.744106625,1.717840428,1.668112686,1.623420257,,,,,,,,,,,,,,,,,,,,1174.5818,1187.169991,1200.211123,1214.289519,1227.141744,1238.880416,41,41,41,41,41,41,0,0,0,0,0,0,,,,,,,0,607.1447596,182.1434279,182.1434279,242.8579038,0,0,619.4402082,185.8320625,185.8320625,247.7760833,0,1
406,4,0,"ימקא""",,Jewish,yes,jerusalem,yes,ירושלים,330.6227273,67.35,3.35,3.35,3.35,3.35,80.75,397.9727273,401.3227273,404.6727273,408.0227273,411.3727273,627.6852445,730.5241194,728.8686034,730.0717235,720.744668,712.1467255,1.917927136,1.835613522,1.816165778,1.804104093,1.766432652,1.731147153,,,,,,,,,,,,,,,,,,,,978.8146,994.0608739,1009.788411,1026.818987,1042.148145,1056.146792,,0,0,0,0,0,110,110,110,110,110,110,,,,,,,0,718.7732906,205.3637973,102.6818987,0,0,0,739.3027542,211.2293584,105.6146792,0,0,1
407,4,0,מנזר סנט רוזרי,,Jewish,yes,jerusalem,yes,ירושלים,275.1163124,23.3,5.3,5.3,5.3,5.3,44.5,298.4163124,303.7163124,309.0163124,314.3163124,319.6163124,479.483093,534.9080818,539.7921823,546.5989179,547.0487414,546.9357668,1.777072293,1.792489417,1.777290716,1.768835159,1.740440187,1.711226072,,,,,,,,,,,,,,,,,,,,555.4477,565.7302418,574.8116407,584.6484041,593.4842448,601.5379981,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,116.9296808,350.7890425,87.69726062,29.23242021,0,0,120.3075996,360.9227988,90.23069971,30.0768999,0,1
408,4,0,מלון פאלאס,,Jewish,yes,jerusalem,yes,ירושלים,82.30246007,0,0,0,6.6,0,6.6,82.30246007,82.30246007,82.30246007,88.90246007,88.90246007,140.7361266,137.8992289,134.7027234,132.2740781,146.052316,141.8964869,1.709986876,1.675517704,1.636679186,1.607170405,1.642837733,1.596091793,,,,,,,,,,,,,,,,,,,,1037.151,1053.161065,1069.748676,1087.662066,1336.3488,1351.268698,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,420.4400066,533.8753265,133.3467328,0,0,0,522.3381767,663.2657698,165.6647516,0,0,1
409,4,0,ממילא,,Jewish,yes,jerusalem,yes,ירושלים,131.5789474,67,0,0,0,0,67,198.5789474,198.5789474,198.5789474,198.5789474,198.5789474,545,799.6,823.588,848.29564,873.7445092,900,4.142,4.026610125,4.147408428,4.271830681,4.399985602,4.532202491,,,,,,,,,,,,,,,,,,,,1957.993,1986.695925,2009.250487,2033.531632,2055.855021,2076.332615,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1524.745352,406.5987606,102.1875187,0,0,0,1556.8376,415.1566933,104.3383218,0,0,1
501,5,0,רחביה דרום,,Jewish,yes,jerusalem,yes,ירושלים,590.9813402,6,19.23,19.23,19.23,19.23,82.92,596.9813402,616.2113402,635.4413402,654.6713402,673.9013402,997.0129618,982.853553,987.2113141,995.1088536,1001.109076,1006.381068,1.687046433,1.646372318,1.602066125,1.566012141,1.5291781,1.493365583,,,,,,,,,,,,,,,,,,,,401.60845,407.4160841,413.515376,420.2474427,426.3596234,431.9180425,60,60,61.01290248,61.99615813,62.95104979,63.87878733,0,0,0,0,0,0,,,,,,,0,42.02474427,252.1484656,84.04948854,42.02474427,0,0,43.19180425,259.1508255,86.3836085,43.19180425,0,1
502,5,0,טלביה צפון,,Jewish,yes,jerusalem,yes,ירושלים,464.4855244,36.9,26.83,10.23,10.23,10.23,94.42,501.3855244,528.2155244,538.4455244,548.6755244,558.9055244,933.205136,986.7278516,1008.87561,991.6662697,977.3905589,965.9355038,2.009115649,1.968002273,1.90996963,1.841720703,1.781363512,1.72826258,,,,,,,,,,,,,,,,,,,,921.912,937.8245006,964.0825475,979.0097657,992.7148519,1005.26264,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,295.3761154,338.4861892,151.7267816,193.4206795,0,0,303.2968454,347.5629479,155.795448,198.6073988,0,1
503,5,0,טלביה דרום,,Jewish,yes,jerusalem,yes,ירושלים,400.9473684,0,73.23,27.03,10.23,10.23,120.72,400.9473684,474.1773684,501.2073684,511.4373684,521.6673684,767.5252507,691.7184089,851.8062051,888.9081254,878.9707841,872.8737996,1.914279307,1.725209999,1.796387305,1.773533634,1.718628396,1.67323826,,,,,,,,,,,,,,,,,,,,443.67015,449.5445258,460.9326819,469.2025735,475.4576559,481.2387542,622,622,635.7150471,648.4715334,661.7073,674.9430667,56,56,56,56,56,56,,,,,,,0,234.6012867,117.3006434,23.46012867,93.84051469,0,0,240.6193771,120.3096885,24.06193771,96.24775084,0,1
504,5,0,תיאטרון ירושלים,,Jewish,yes,jerusalem,yes,ירושלים,78.46039264,0,0,0,0,0,0,78.46039264,78.46039264,78.46039264,78.46039264,78.46039264,180.2067928,171.33783,163.6862904,157.454369,151.8103416,147.1536091,2.296786783,2.183749331,2.086228286,2.006800676,1.934865944,1.875514564,,,,,,,,,,,,,,,,,,,,913.566,927.4772317,1012.443216,1028.0993,1042.440427,1055.552615,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,143.166703,286.3334059,598.5991907,0,0,0,146.9896806,293.9793611,614.583573,0,0,1
505,5,0,קרית שמואל,,Jewish,yes,jerusalem,yes,ירושלים,932.672506,16,41.5,33.5,39.5,39.5,170,948.672506,990.172506,1023.672506,1063.172506,1102.672506,1520.77532,1517.303281,1558.316931,1591.803809,1639.692034,1685.337597,1.63055661,1.599396284,1.573783277,1.554993223,1.542263391,1.528411734,,,,,,,,,,,,,,,,,,,,323.114748,328.0248878,333.86272,340.2678971,346.634961,352.4939234,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,51.04018457,204.1607383,51.04018457,34.02678971,0,0,52.87408851,211.496354,52.87408851,35.24939234,0,1
506,5,0,"בהס פולה בן גוריון""",,Jewish,yes,jerusalem,yes,ירושלים,458.6925968,18.6,30.4,24.6,30.6,30.6,134.8,477.2925968,507.6925968,532.2925968,562.8925968,593.4925968,922.7391526,922.3489915,946.8539244,969.9430084,1008.019651,1048.593224,2.011672216,1.932460293,1.865014244,1.822198945,1.790785057,1.766817698,,,,,,,,,,,,,,,,,,,,532.0575,539.8620023,548.2535644,557.6245338,566.6808033,575.0865141,760,772.2974048,797.7099011,812.8358271,826.3559808,838.8703439,0,0,0,0,0,0,,,,,,,0,83.64368007,306.6934936,83.64368007,83.64368007,0,0,86.26297711,316.2975827,86.26297711,86.26297711,0,1
507,5,0,קרית וולפסון,,Jewish,yes,jerusalem,yes,ירושלים,566,0,0,0,0,0,0,566,566,566,566,566,798.5804689,827.6799693,870.4968599,915.9297032,955.9720924,988.3226535,1.410919556,1.462332101,1.537980318,1.618250359,1.68899663,1.746153098,,,,,,,,,,,,,,,,,,,,571.358172,585.6214061,628.1332372,638.7999655,649.3291852,658.4685082,70,137.8532215,169.0009353,159.9298731,163.7232417,161.9363144,0,0,0,0,0,0,,,,,,,0,180.2544541,301.8880327,60.08481802,96.57266062,0,0,185.8044582,311.1831141,61.93481939,99.54611648,0,1
508,5,0,רחביה צפון,,Jewish,yes,jerusalem,yes,ירושלים,586.7898462,58,44.8,43.2,39.2,39.2,224.4,644.7898462,689.5898462,732.7898462,771.9898462,811.1898462,1453.810616,1611.41847,1726.580193,1811.843949,1882.240847,1934.331204,2.477566074,2.499137477,2.503778446,2.472528731,2.43816788,2.384560425,,,,,,,,,,,,,,,,,,,,726.665676,741.5311669,754.2092554,767.841459,780.0158779,790.748166,183,187.4181145,196.6909897,202.0834746,207.2714883,212.1925335,36,36,36,36,36,36,,,,,,,0,153.5682918,499.0969484,38.39207295,76.7841459,0,0,158.1496332,513.9863079,39.5374083,79.0748166,0,1
509,5,0,גימנסיה רחביה,,Jewish,yes,jerusalem,yes,ירושלים,186.6666667,5,5,5,8,5,28,191.6666667,196.6666667,201.6666667,209.6666667,214.6666667,362.606864,353.4877655,346.1718028,343.2626161,342.1528019,342.5285688,1.942536771,1.844283994,1.760195608,1.702128675,1.631889357,1.595629979,,,,,,,,,,,,,,,,,,,,843.4061,856.2210415,869.5685084,884.1075622,897.4703452,909.715791,1389,1389,1389,1389,1389,1389,0,0,0,0,0,0,,,,,,,0,2.842789434,463.3747028,352.5059095,65.38416056,0,0,2.925131001,476.7963789,362.7162644,67.2780167,0,1
510,5,0,המוסדות הלאומיים,,Jewish,yes,jerusalem,yes,ירושלים,61.75438596,3,3,3,3,0,12,64.75438596,67.75438596,70.75438596,73.75438596,73.75438596,121.6996456,122.134153,122.9628199,125.1920496,128.0793326,123.2537028,1.970704489,1.886113985,1.814831884,1.769389246,1.736565642,1.671137264,,,,,,,,,,,,,,,,,,,,1084.3701,1096.049252,1108.166666,1121.270352,1133.297225,1144.057077,,0,0,0,0,0,0,0,0,0,0,0,104,135.2,175.76,228.488,297.0344,386.14472,0,168.1905528,784.8892463,168.1905528,0,0,0,171.6085616,800.8399541,171.6085616,0,0,1
511,5,0,רחביה מרכז,,Jewish,yes,jerusalem,yes,ירושלים,1080.617748,37.2,50.8,51.2,51.2,51.2,241.6,1117.817748,1168.617748,1219.817748,1271.017748,1322.217748,2213.103776,2169.221525,2178.336583,2222.210414,2259.580087,2304.572086,2.047998731,1.940586047,1.864028325,1.821756092,1.777772254,1.742959577,,,,,,,,,,,,,,,,,,,,1241.4675,1252.622363,1264.940976,1280.084934,1293.836763,1306.656833,,0,0,0,0,0,85,85,85,85,85,85,,,,,,,0,191.9835632,1023.912337,64.1890337,0,0,0,195.9687424,1045.166626,65.52146445,0,0,1
601,6,0,מוזיאון המדע,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,69.1648,70.23814353,359.3507216,360.5501759,361.6487417,362.6520236,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,360.5501759,0,0,0,0,0,362.6520236,0,0,0,1
602,6,0,קרית בן גוריון,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3111.453,3144.92734,3179.625285,3269.012641,4087.273584,4902.562915,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1934.763226,1334.249415,0,0,0,0,2901.579003,2000.983912,0,0,1
603,6,0,גן הורדים,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1761.8727,1780.827679,1800.475529,3261.657594,3281.05799,3298.775699,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2364.272531,897.3850633,0,0,0,0,2391.178272,907.5974268,0,0,1
604,6,0,מוזיאון ישראל,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,760.8663,1321.073909,1333.313128,1346.508054,1358.593127,1369.630004,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,50.18810386,294.5471709,999.920687,1.852092269,0,0,51.0499233,299.6050723,1017.091112,1.883896004,0,1
