TAZ,Agg_taz_nu,super_taz,שם איזור 2020,similar,sector,in_jerusalem_metropolin,jerusalem district,in jerusalem,city,hh2015,newhh1520,newhh2025,newhh2530,newhh3035,newhh3540,newhh1540,hh20,hh25,hh30,hh35,hh40,pop15,pop20,pop25,pop30,pop35,pop40,hhsize15,hhsize20,hhsize25,hhsize30,hhsize35,hhsize40,emp2hh,empd15,empd20,empd25,empd30,empd35,empd40,empi15,empi20,empi25,empi30,empi35,empi40,empe15,empe20,empe25,empe30,empe35,empe40,emp15,emp20,emp25,emp30,emp35,emp40,school16,school20,school25,school30,school35,school40,yeshiva15,yeshiva20,yeshiva25,yeshiva30,yeshiva35,yeshiva40,college15,college20,college25,college30,college35,college40,ind30,htl30,bsn30,pub30,edu30,agr30,ind40,htl40,bsn40,pub40,edu40,agr40,InJerDistrict
6211,62,6,פסגת זאב מרכז - פארק,,Jewish,yes,jerusalem,yes,ירושלים,1581,0,0,0,0,0,0,1581,1581,1581,1581,1581,5123.944813,5103.949847,5067.852849,5003.558667,4903.181234,4770.616696,3.240951811,3.228304773,3.205473023,3.164806241,3.101316404,3.017467866,,,,,,,,,,,,,,,,,,,,345.717,385.449756,390.6579634,387.5294242,386.2279059,383.1524113,675,782.0924885,889.1849771,996.2774656,1103.369954,1210.462443,0,0,0,0,0,0,,,,,,,0,44.22796621,97.50256234,68.35231168,177.446584,0,0,43.72842638,96.40130409,67.58029559,175.4423852,0,1
6301,63,6,פסגת זאב מזרח,,Jewish,yes,jerusalem,yes,ירושלים,594.0704562,0,0,7.2,0,0,7.2,594.0704562,594.0704562,601.2704562,601.2704562,601.2704562,2204.931608,2208.44979,2203.274886,2210.389072,2194.847794,2171.899838,3.711565833,3.717487996,3.708777071,3.676197706,3.650350306,3.612184527,,,,,,,,,,,,,,,,,,,,230.478,234.1602502,237.7124491,241.9228189,245.1173332,247.772133,67,67,67,67,67,67,0,0,0,0,0,0,,,,,,,0,0,10.80012581,43.20050348,187.9221896,0,0,0,11.0612559,44.24502385,192.4658532,0,1
6302,63,6,פסגת זאב מזרח - מזרח,,Jewish,yes,jerusalem,yes,ירושלים,410,72.6,0,0,0,0,72.6,482.6,482.6,482.6,482.6,482.6,1852.086528,1745.580342,1718.656092,1686.05932,1658.733637,1617.160495,4.517284214,3.617033448,3.561243455,3.493699379,3.437077574,3.350933475,,,,,,,,,,,,,,,,,,,,99.7989,248.578383,255.4008245,262.1784455,268.9686255,275.1938953,30,120.3722089,210.7444177,301.1166266,391.4888354,481.8610443,0,0,0,0,0,0,,,,,,,0,0,39.02842354,134.2148774,88.93514462,0,0,0,40.96593021,140.8777706,93.35019447,0,1
6303,63,6,פסגת זאב מזרח - דרום מזרח,,Jewish,yes,jerusalem,yes,ירושלים,1218.2,21.6,0,14.4,0,0,36,1239.8,1239.8,1254.2,1254.2,1254.2,3858.563364,3847.111996,3876.35948,3911.828089,3896.749416,3872.168055,3.167430113,3.10301016,3.126600646,3.118982689,3.106960147,3.087360911,,,,,,,,,,,,,,,,,,,,174.0141,180.4760103,184.1526082,188.234415,190.5459741,192.3327248,408,408,408,408,408,408,0,0,0,0,0,0,,,,,,,0,9.41172075,94.1172075,37.646883,47.05860375,0,0,9.61663624,96.1663624,38.46654496,48.0831812,0,1
6304,63,6,פסגת זאב דרום,,Jewish,yes,jerusalem,yes,ירושלים,888.9625862,0,0,89.3,0,0,89.3,888.9625862,888.9625862,978.2625862,978.2625862,978.2625862,3550.612523,3557.110042,3540.124462,3828.4854,3783.477497,3725.058186,3.994107939,4.001417042,3.982309848,3.913555986,3.867547987,3.807830575,,,,,,,,,,,,,,,,,,,,155.578,176.1295565,179.6420183,178.0793594,177.8242336,175.6733462,547,816.1340829,838.9253389,866.8218123,842.3558939,796.3437734,0,0,0,0,0,0,,,,,,,0,65.94078698,54.95065582,0,57.18791661,0,0,65.0498673,54.20822275,0,56.41525612,0,1
6305,63,6,פסגת זאב מזרח - פארק,,Jewish,yes,jerusalem,yes,ירושלים,551.7262436,0,0,0,147,0,147,551.7262436,551.7262436,551.7262436,698.7262436,698.7262436,2043.578971,2038.061206,2016.998829,2003.656084,2506.994164,2468.130361,3.703972748,3.693971838,3.655796426,3.631612792,3.587949053,3.532328124,,,,,,,,,,,,,,,,,,,,283.4858,303.2948444,308.6024148,310.9507777,397.6670765,399.9151795,226,459.6289557,480.3187192,447.8053329,553.3254716,526.4190339,0,0,0,0,0,0,,,,,,,0,0,170.4983345,43.32334726,97.12909593,0,0,0,219.278667,55.71834978,124.9181627,0,1
6306,63,6,פסגת זאב מערב,,Jewish,yes,jerusalem,yes,ירושלים,829.4240955,0,0,0,12.6,0,12.6,829.4240955,829.4240955,829.4240955,842.0240955,842.0240955,2760.374699,2771.537206,2774.534382,2767.343547,2770.027723,2723.932232,3.328061861,3.341520002,3.345133565,3.336463893,3.289725006,3.234981334,,,,,,,,,,,,,,,,,,,,351.4843,357.273733,363.0175894,638.8972971,644.5605552,648.2762067,267,267,267,267,267,267,0,0,0,0,0,0,,,,,,,24.91947085,24.91947085,46.72400806,277.5649686,264.7693788,0,25.28528467,25.28528467,47.40990898,281.6395777,268.6561507,0,1
6307,63,6,פסגת זאב - קניון,,Jewish,yes,jerusalem,yes,ירושלים,468.3563923,0,0,0,185.5,0,185.5,468.3563923,468.3563923,468.3563923,653.8563923,653.8563923,1558.719046,1565.022253,1566.714688,1562.654192,2148.480206,2113.078935,3.328061861,3.341520002,3.345133565,3.336463893,3.28585945,3.231717178,,,,,,,,,,,,,,,,,,,,417.7387,424.4105321,431.1810079,438.3036081,607.9857471,615.197788,53,53,53,53,72.36906377,72.36906377,0,0,0,0,0,0,,,,,,,0,262.9821648,131.4910824,43.83036081,0,0,0,369.1186728,184.5593364,61.5197788,0,0,1
6308,63,6,פסגת זאב מזרח - בני עקיבא,,Jewish,yes,jerusalem,yes,ירושלים,771.9626453,0,0,0,0,0,0,771.9626453,771.9626453,771.9626453,771.9626453,771.9626453,2859.328601,2851.608272,2822.13828,2803.469417,2769.762642,2726.825363,3.703972748,3.693971838,3.655796426,3.631612792,3.587949053,3.532328124,,,,,,,,,,,,,,,,,,,,172.8585,185.6495682,189.4759623,188.8808059,189.5993613,188.8368975,488,643.1022425,672.0508828,626.558902,611.3218142,581.5952008,0,0,0,0,0,0,,,,,,,0,27.34504569,27.34504569,63.80510662,70.38560786,0,0,27.33868889,27.33868889,63.79027408,70.36924559,0,1
6309,63,6,"פסגת זאב מזרח - בהס תל""י""",,Jewish,yes,jerusalem,yes,ירושלים,714.5818916,0,0,0,0,0,0,714.5818916,714.5818916,714.5818916,714.5818916,714.5818916,2620.918624,2625.100554,2618.949343,2603.865264,2584.808436,2557.362499,3.667765242,3.673617517,3.66500939,3.643900433,3.617231932,3.578823546,,,,,,,,,,,,,,,,,,,,273.2459,277.6117623,281.822632,286.1087338,289.8770773,293.0173148,746,746,746,746,746,746,20,20,20,20,20,20,,,,,,,0,71.52718346,100.1380568,57.22174677,57.22174677,0,0,73.2543287,102.5560602,58.60346296,58.60346296,0,1
6310,63,6,פסגת זאב מזרח - צפון,,Jewish,yes,jerusalem,yes,ירושלים,245,100,0,0,0,0,100,345,345,345,345,345,996.8965517,1380,1350,1320,1320,1300,4.068965517,4,3.913043478,3.826086957,3.826086957,3.768115942,,,,,,,,,,,,,,,,,,,,57.6195,91.04689552,99.90697634,108.8394317,118.5878392,127.6568682,,132.4982899,264.9965798,397.4948697,529.9931596,662.4914495,0,0,0,0,0,0,,,,,,,0,17.8098876,33.69438195,9.626966271,47.7081959,0,0,20.88906968,39.51986156,11.29138902,55.9565479,0,1
6401,64,6,מחנה פליטים שועפאת - מזרח,,arabs behined seperation wall,yes,jerusalem,yes,ירושלים,4645.3836,0,0,6,0,0,6,4645.3836,6325.430811,7309.548337,8287.945542,9220.372022,24035.63979,27433.85318,32892.24022,38009.65135,43097.31682,47945.93451,5.174091499,5.905616316,5.2,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,,638.79,787.7751798,953.2287527,1124.611164,1298.219416,1459.104322,1012,1218.504597,1440.281156,1542.014085,1704.496957,1796.901404,0,0,0,0,0,0,,,,,,,51.97315465,311.8389279,207.8926186,207.8926186,345.013844,0,67.43153282,404.5891969,269.7261313,269.7261313,447.63133,0,1
6402,64,6,שועפאת - אזור תעסוקה,,arabs behined seperation wall,yes,jerusalem,yes,ירושלים,3814.998793,0,0,0,0,0,0,3814.998793,4093.824198,4681.178435,5268.173004,5841.495679,15800.40789,18393.40755,21287.88583,24342.12786,27394.49962,30375.77753,4.141654753,4.821340332,5.2,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,,827.11,997.1565985,1108.583984,1220.009948,1333.121012,1439.723507,,329.199711,658.3994221,987.5991331,1316.798844,1645.998555,0,0,0,0,0,0,,,,,,,0,269.2772889,161.5663733,161.5663733,627.5999123,0,0,317.7718702,190.6631221,190.6631221,740.6253927,0,1
6403,64,6,מחנה פליטים שועפאת - מערב,,arabs behined seperation wall,yes,jerusalem,yes,ירושלים,900,0,0,0,0,0,0,900,1335.659995,1484.39715,1633.572925,1781.471686,4881.107233,6209.227153,6945.431974,7718.865179,8494.579211,9263.652769,5.423452481,6.899141281,5.2,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,,140.17,205.1165771,252.3852142,300.9467673,349.3722833,397.4054821,2760,3103.915979,3447.831959,3791.747938,4135.663917,4479.579896,0,0,0,0,0,0,,,,,,,21.77414673,32.6612201,21.77414673,32.6612201,192.0760336,0,28.75314248,43.12971372,28.75314248,43.12971372,253.6397697,0,1
6501,65,6,חנה וסע שועפאת,,Arab,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
6502,65,6,א שאבי,,Arab,yes,jerusalem,yes,ירושלים,1448.402613,133.2000512,140.8000512,163.0000512,83.40005123,43.40005123,563.8002562,1581.602664,1722.402715,1885.402767,1968.802818,2012.202869,6083.290974,6642.731189,7234.091405,7918.69162,8268.971835,8451.25205,4.2,4.2,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,400.18,426.7518617,691.6642091,719.1421281,736.006716,747.2800026,6892,6892,6892,6892,6892,6892,0,0,0,0,0,0,,,,,,,0,193.7058075,195.3225738,38.84204993,291.2716968,0,0,201.2849347,202.9649603,40.36182284,302.6682847,0,1
6503,65,6,ג'ולאני,,Arab,yes,jerusalem,yes,ירושלים,754.1458099,14.78717274,14.78717274,62.38717274,48.38717274,35.78717274,176.1358637,768.9329827,783.7201554,846.1073282,894.4945009,930.2816736,3167.412402,3229.518527,3291.624653,3553.650778,3756.876904,3907.183029,4.2,4.2,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,284.62,319.5166951,326.2622711,340.9872514,375.8749831,384.7691112,774,871.1170207,968.2340414,1065.351062,1162.468083,1259.585104,0,0,0,0,0,0,,,,,,,12.17673733,100.8929676,73.06042483,50.89056542,103.9665563,0,13.74019814,113.8473573,82.44118984,57.42477921,117.3155867,0,1
6504,65,6,אל ג'יזה,,Arab,yes,jerusalem,yes,ירושלים,28.64256853,0.561618991,30.96161899,0.561618991,0.561618991,0.561618991,33.20809495,29.20418752,60.16580651,60.7274255,61.28904449,61.85066348,117.939988,122.6575876,252.6963873,255.0551871,257.4139868,259.7727866,4.2,4.2,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,0,0.141527986,4.042691978,400,800,1200,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,60,260,80,,0,0,180,780,240,0,0,1
6505,65,6,א סהל,,Arab,yes,jerusalem,yes,ירושלים,1059.124068,144.1671386,151.5671386,232.0671386,200.7671386,125.7671386,854.3356929,1203.291207,1354.858345,1586.925484,1787.692622,1913.459761,4448.321085,5053.823068,5690.40505,6665.087032,7508.309014,8036.530996,4.2,4.2,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,162.64,240.1140889,269.8468942,311.0063792,348.5866229,370.0377226,291,543.6949231,796.3898461,1049.084769,1301.779692,1554.474615,0,0,0,0,0,0,,,,,,,0,9.347017547,35.05131601,23.36754407,243.2405015,0,0,11.12115158,41.70431868,27.8028792,289.4093731,0,1
6506,65,6,אחמד שאוקי,,Arab,yes,jerusalem,yes,ירושלים,906.4721971,91.37396465,142.5739646,239.6739646,219.1739646,192.7739646,885.5698232,997.8461617,1140.420126,1380.094091,1599.268056,1792.04202,3807.183228,4145.593879,4744.404531,5751.035182,6671.565834,7481.216485,4.2,4.154542091,4.160225185,4.167132676,4.171637025,4.174688094,,,,,,,,,,,,,,,,,,,,287.83,304.6885688,324.5816173,599.1658422,645.953115,684.1134136,1401,1401,1360.480867,1564.987327,1783.982246,1929.416415,0,0,0,0,0,0,,,,,,,0,102.3150649,285.5618455,78.55882071,132.7301111,0,0,116.8209256,326.0477737,89.69660688,151.5481074,0,1
6507,65,6,אל פאראבי,,Arab,yes,jerusalem,yes,ירושלים,665.3433517,218.6361442,293.2361442,448.6361442,419.4361442,433.8361442,1813.780721,883.9794959,1177.21564,1625.851784,2045.287928,2479.124072,2661.373407,3535.917984,4708.86256,6503.407137,8181.151713,9916.49629,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,239.68,372.1943645,509.1675368,667.4930137,821.888774,976.6504466,290,384.4127392,505.7532385,663.1424548,819.3901381,960.1593728,0,0,0,0,0,0,,,,,,,46.37647412,100.7525852,83.86446285,316.4054596,120.0940318,0,67.85629697,147.4173592,122.7072994,462.9524611,175.7170299,0,1
6508,65,6,אל מאמון,,Arab,yes,jerusalem,yes,ירושלים,1185.1509,47.0813902,89.6813902,83.4813902,71.0813902,63.0813902,354.406951,1232.23229,1321.91368,1405.395071,1476.476461,1539.557851,4740.6036,4928.929161,5287.654722,5621.580283,5905.905843,6158.231404,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,400.256505,456.1932709,480.5184268,498.656494,517.6074464,532.0401902,1181,1342.31161,1503.623219,1664.934829,1826.246438,1987.558048,0,0,0,0,0,0,,,,,,,0,65.94007203,43.96004802,43.96004802,344.796326,0,0,70.35458053,46.90305368,46.90305368,367.8795023,0,1
6509,65,6,בדר,,Arab,yes,jerusalem,yes,ירושלים,1198.239923,91.49490044,138.0949004,174.9949004,193.2949004,41.49490044,639.3745022,1289.734823,1427.829724,1602.824624,1796.119524,1837.614425,4792.959691,5158.939293,5711.318894,6411.298496,7160.478098,7326.4577,4,4,4,4,3.98663786,3.986939589,,,,,,,,,,,,,,,,,,,,221.49,238.7259994,256.3094987,290.1118888,330.1971448,336.6597451,2083,2083,2044.738682,2179.167593,2390.545709,2364.600972,0,0,0,0,0,0,,,,,,,13.37217461,53.48869844,40.11652383,26.74434922,156.3901427,0,15.51771254,62.07085017,46.55313763,31.03542509,181.4826197,0,1
6510,65,6,ארמון המלך,,Arab,yes,jerusalem,yes,ירושלים,242.5237604,10.15536785,24.55536785,78.95536785,34.75536785,34.75536785,183.1768393,252.6791282,277.2344961,356.1898639,390.9452318,425.7005996,951.07357,1010.716513,1108.937984,1424.759456,1563.780927,1702.802398,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,166.92,171.2996594,176.9313619,189.3007289,196.1226146,202.7145456,1234,1357.4,1493.14,1642.454,1806.6994,1987.36934,0,0,0,0,0,0,,,,,,,9.465036446,28.39510934,28.39510934,28.39510934,94.65036446,0,10.13572728,30.40718183,30.40718183,30.40718183,101.3572728,0,1
6511,65,6,חברת חשמל מזרח,,Arab,yes,jerusalem,yes,ירושלים,61.51642558,10.80620442,58.00620442,53.00620442,1.206204423,1.206204423,124.2310221,72.32263001,130.3288344,183.3350389,184.5412433,185.7474477,253.3029289,303.755046,547.3811046,770.0071632,775.0732218,780.1392803,4.2,4.2,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,419.44,427.4627013,441.5185527,2570.951253,3378.628901,4185.728713,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,65.1711251,234.4365239,2271.343604,0,0,0,106.1041703,381.6827286,3697.941814,0,0,0,1
6601,66,6,שיכוני נוסייבה,,Arab,yes,jerusalem,yes,ירושלים,1118.70026,191.2215737,262.8215737,306.5215737,141.6215737,61.62157372,963.8078686,1309.921833,1572.743407,1879.264981,2020.886554,2082.508128,4474.801038,5239.687333,6290.973628,7517.059923,8083.546218,8330.032512,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,297.46,328.6067979,546.6535915,698.0131992,820.6686679,925.105492,1533,1519.041689,1801.811086,2044.008201,2158.971673,2150.802342,0,0,0,0,0,0,,,,,,,0,28.58649813,96.58403846,289.3928724,283.4497902,0,0,37.88685722,128.0067834,383.5442309,375.6676205,0,1
6602,66,6,אל קינדי,,Arab,yes,jerusalem,yes,ירושלים,794.0336554,26.76928736,35.36928736,25.76928736,15.56928736,15.56928736,119.0464368,820.8029428,856.1722302,881.9415175,897.5108049,913.0800922,3176.134622,3283.211771,3424.688921,3527.76607,3590.04322,3652.320369,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,164.78,172.4177902,179.3127392,185.2626647,189.7482304,194.0067897,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,,,,,,,0,27.78939971,27.78939971,46.31566619,83.36819913,0,0,29.10101845,29.10101845,48.50169741,87.30305535,0,1
6603,66,6,אל הילאל,,Arab,yes,jerusalem,yes,ירושלים,1155.103285,46.24908403,37.04908403,35.64908403,22.64908403,22.64908403,164.2454201,1201.35237,1238.401454,1274.050538,1296.699622,1319.348706,4620.413142,4805.409478,4953.605814,5096.20215,5186.798486,5277.394822,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,205.44,251.6862561,260.7184767,266.9073884,272.8665116,277.4301432,523,622.7923561,722.5847122,822.3770684,922.1694245,1021.961781,0,0,0,0,0,0,,,,,,,14.86378623,102.695251,70.26517168,10.81002652,68.273153,0,15.44978716,106.7439847,73.03535789,11.23620902,70.96480439,0,1
6604,66,6,טאה חוסיין,,Arab,yes,jerusalem,yes,ירושלים,376.2884042,76.8291844,87.0291844,188.6291844,158.8291844,164.8291844,676.145922,453.1175886,540.146773,728.7759574,887.6051418,1052.434326,1505.153617,1812.470354,2160.587092,2915.10383,3550.420567,4209.737305,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,64.2,168.5953009,348.7915177,528.8779158,649.3298716,769.2868902,853,853,853,792.6631149,948.2542966,1086.948081,0,0,0,0,0,0,,,,,,,0,57.88770393,79.68646164,359.6162045,31.68754576,0,0,84.20138261,115.9090755,523.084862,46.09157011,0,1
6605,66,6,בית חנינא דרום,,Arab,yes,jerusalem,yes,ירושלים,243.1628216,15.96789846,39.56789846,4.767898464,4.767898464,4.767898464,69.83949232,259.1307201,298.6986186,303.466517,308.2344155,313.002314,953.5796927,1036.52288,1194.794474,1213.866068,1232.937662,1252.009256,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,193.67,199.1637904,229.8272943,317.0980629,320.7463307,324.1277921,2424,2545.2,2672.46,2806.083,2946.38715,3093.706508,0,0,0,0,0,0,3000,3150,3307.5,3472.875,3646.51875,3828.844688,0,24.11472544,30.7256505,118.871318,143.386369,0,0,24.64932344,31.40680572,121.5065695,146.5650934,0,1
6606,66,6,בית חנינא צפון,,Arab,yes,jerusalem,yes,ירושלים,763.756444,95.79718518,173.9971852,170.6971852,168.5971852,154.1971852,763.2859259,859.5536291,1033.550814,1204.247999,1372.845185,1527.04237,3055.025776,3438.214517,4134.203257,4816.991998,5491.380739,6108.169479,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,98.44,117.9309792,140.3941374,162.5849439,184.3801588,204.3117594,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.129247193,32.51698877,32.51698877,56.90473035,32.51698877,0,10.21558797,40.86235188,40.86235188,71.50911579,40.86235188,0,1
6607,66,6,שיכוני נוסייבה מערב,,Arab,yes,jerusalem,yes,ירושלים,677.8307841,30.93785851,362.7378585,390.8378585,402.9378585,792.9378585,1980.389293,708.7686426,1071.506501,1462.34436,1865.282218,2658.220077,2711.323136,2835.07457,4286.026004,5849.377439,7461.128873,10632.88031,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,78.11,143.3602469,244.7582595,349.6263844,455.8325725,608.7311536,141,141,141,141,141,141,0,0,0,0,0,0,,,,,,,0,23.10348847,37.32206983,164.6147725,124.5860536,0,0,40.22526279,64.98109878,286.6092059,216.9155861,0,1
6608,66,6,נחל עטרות,,Arab,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
6609,66,6,ביסאן,,Arab,yes,jerusalem,yes,ירושלים,1352.288139,124.3880027,331.3880027,418.5880027,335.7880027,300.7880027,1510.940014,1476.676142,1808.064145,2226.652147,2562.44015,2863.228153,5409.152557,5906.704568,7232.256578,8906.608589,10249.7606,11452.91261,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,447.26,581.6739869,1368.395522,1554.745299,1728.189193,1890.41132,2030,2030,2071.40593,2421.848593,2737.529074,2957.125465,0,0,0,0,0,0,,,,,,,0,263.6801059,401.1951509,572.3499392,317.5201034,0,0,320.6080488,487.8122834,695.9190063,386.071981,0,1
6610,66,6,בית חנינא החדשה,,Arab,yes,jerusalem,yes,ירושלים,253.0682717,4.962122974,39.16212297,4.962122974,4.962122974,4.962122974,59.01061487,258.0303946,297.1925176,302.1546406,307.1167636,312.0788865,992.4245948,1032.121579,1188.77007,1208.618562,1228.467054,1248.315546,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,112.35,115.2844286,121.7911341,124.33496,145.1849043,147.4100713,3744,3744,3744,3744,3744,3744,0,0,0,0,0,0,,,,,,,0,0.389509403,6.232149807,17.60939419,100.1039066,0,0,0.461797783,7.388763766,20.87749136,118.6820184,0,1
6701,67,6,עטרות מזרח,,Arab,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26.75,27.16512358,27.59542139,1429,2500,3571,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1429,0,0,0,0,0,3571,0,0,0,0,0,1
6702,67,6,עטרות דרום,,Arab,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1458.41,1474.100197,1490.363927,1507.89762,1523.956517,1538.62255,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1339.217547,129.2483679,39.43170522,0,0,0,1366.505451,131.8819333,40.23516586,0,0,0,1
6703,67,6,"את עטרות""",,Arab,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210.9,5856.057087,7229.603404,7833.527303,8345.581753,9032.3355,644,644,644,644,644,644,0,0,0,0,0,0,,,,,,,7589.409633,244.1176705,0,0,0,0,8750.859146,281.4763536,0,0,0,0,1
6704,67,6,קלנדיה הכפר,,Arab,yes,jerusalem,yes,ירושלים,130,0,0,0,,,0,130,130,130,130,130,494,490.1353843,490.1353843,490.1353843,494,494,3.770272187,3.770272187,3.770272187,3.770272187,3.8,3.8,,,,,,,,,,,,,,,,,,,,695.5,706.2932131,717.4809562,729.5423015,769.7600374,887.7340194,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,44.62387444,101.2845859,101.2845859,129.6149416,352.7343138,0,54.29997868,123.2468252,123.2468252,157.7202484,429.2201419,0,1
6705,67,6,עטרות הישנה,,Arab,yes,jerusalem,yes,ירושלים,160,,,,,,,160,160,160,160,160,608,603.2435499,603.2435499,603.2435499,608,608,3.770272187,3.770272187,3.770272187,3.770272187,3.8,3.8,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6801,68,6,כפר עקב מרכז,,arabs behined seperation wall,yes,jerusalem,yes,ירושלים,4927.019933,140,210,284.5,385,560,1579.5,5067.019933,5277.019933,5561.519933,5946.519933,6506.519933,22893.82354,25980.31712,29346.38653,33019.15534,36873.3468,40705.19588,4.646586345,5.127336671,5.561166511,5.937073991,6.200827916,6.25606258,,,,,,,,,,,,,,,,,,,,535,635.8972788,745.4853174,864.9463397,989.0696524,1111.78566,4912,4912,4912,4912,4912,4912,0,0,0,0,0,0,,,,,,,86.49463397,345.9785359,86.49463397,86.49463397,259.4839019,0,111.178566,444.7142638,111.178566,111.178566,333.5356979,0,1
6802,68,6,כפר עקב מערב,,arabs behined seperation wall,yes,jerusalem,yes,ירושלים,4893.976974,295.6666667,295.6666667,295.6666667,295.6666667,295.6666667,1478.333333,5189.643641,5485.310307,5780.976974,6076.643641,6372.310307,22740.28658,25711.89105,29797.73741,34327.614,39179.08309,44132.60065,4.646586345,4.954461776,5.432279259,5.938029879,6.447487365,6.925682918,,,,,,,,,,,,,,,,,,,,1070,1243.889652,1397.467608,1566.058533,1742.764998,1920.972913,5312,5632.921276,5779.267084,5917.275214,6047.638458,6170.974923,0,0,0,0,0,0,,,,,,,156.6058533,313.2117067,234.90878,234.90878,626.4234134,0,192.0972913,384.1945826,288.145937,288.145937,768.3891652,0,1
6803,68,6,קלנדיה צפון,,Arab,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6901,69,6,שכונת עטרות א',,U. Orthodox,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6902,69,6,שכונת עטרות ב',,U. Orthodox,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6903,69,6,שכונת עטרות ג',,U. Orthodox,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6904,69,6,שכונת עטרות ד',,U. Orthodox,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6905,69,6,שכונת עטרות ה',,U. Orthodox,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6906,69,6,שכונת עטרות ו',,U. Orthodox,yes,jerusalem,yes,ירושלים,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
